invoice_id,account_id,product_id,invoice_date,due_date,paid_date,amount,invoice_status
405,42,5,2024-02-19,2023-04-14,2023-10-25,339.0,Paid
406,42,5,2024-02-14,2024-08-06,2024-11-08,252.0,Paid
407,42,5,2024-07-20,2024-07-12,2023-12-05,255.0,Overdue
408,42,5,2024-12-15,2024-08-18,2024-01-27,342.0,Paid
409,42,5,2024-07-01,2024-11-10,2024-06-30,282.0,Paid
410,42,5,2024-12-04,2024-11-30,2023-06-02,321.0,Paid
411,42,5,2024-05-19,2023-03-30,,288.0,Paid
412,42,5,2023-01-04,2023-08-03,2024-12-29,279.0,Paid
413,42,5,2023-11-03,2023-11-14,2023-07-21,351.0,Overdue
414,42,5,2024-06-21,2023-09-30,,261.0,Paid
415,42,5,2024-10-03,2023-07-31,,303.0,Paid
416,42,5,2024-01-09,2023-06-18,2023-07-08,297.0,Paid
417,42,5,2024-03-28,2024-01-20,2024-03-04,285.0,Paid
418,42,5,2023-11-17,2024-01-19,2023-07-20,357.0,Paid
419,42,5,2024-04-25,2025-01-21,2023-10-31,345.0,Paid
420,42,5,2023-04-24,2024-12-06,2023-06-23,318.0,Paid
421,42,5,2023-04-05,2023-10-13,,336.0,Paid
422,42,5,2024-06-26,2023-04-21,2023-01-11,360.0,Paid
423,42,5,2023-02-07,2024-07-25,2023-06-05,306.0,Paid
424,42,5,2024-08-23,2023-04-29,,294.0,Overdue
425,42,5,2023-08-05,2023-09-11,2023-01-18,240.0,Paid
426,44,5,2024-07-18,2023-04-11,,1116.0,Paid
427,44,5,2024-07-11,2023-05-22,,1104.0,Paid
428,44,5,2023-03-17,2024-02-12,2023-03-24,1164.0,Paid
429,44,5,2023-04-15,2023-09-07,2024-12-19,1104.0,Overdue
430,44,5,2024-11-27,2023-03-28,2024-01-17,984.0,Paid
431,44,5,2024-01-23,2024-07-26,2024-07-02,960.0,Paid
432,44,5,2024-02-10,2023-12-30,,1020.0,Overdue
433,44,5,2024-12-06,2025-01-04,2023-05-26,1056.0,Paid
434,44,5,2023-10-11,2024-08-15,,1368.0,Paid
435,44,5,2024-01-21,2023-06-10,2023-08-13,1056.0,Paid
436,44,5,2023-06-08,2024-08-27,2023-01-19,996.0,Paid
437,44,5,2024-03-19,2024-06-18,2023-11-08,1284.0,Paid
438,44,5,2023-01-19,2023-05-21,,1356.0,Paid
439,44,5,2023-03-08,2023-04-14,2023-04-09,1416.0,Paid
440,44,5,2024-05-30,2023-11-28,,1368.0,Overdue
441,44,5,2023-07-26,2023-07-29,2024-07-05,1140.0,Paid
442,44,5,2023-04-13,2023-02-22,2024-03-10,1152.0,Overdue
443,44,5,2023-04-09,2024-08-10,2023-11-04,1368.0,Paid
444,44,5,2023-05-12,2024-11-01,,984.0,Paid
445,44,5,2023-06-01,2023-09-25,2023-10-24,1068.0,Overdue
446,44,5,2024-01-15,2024-10-11,2024-06-28,1344.0,Paid
447,44,5,2024-08-11,2023-09-26,2023-04-23,1176.0,Paid
448,44,5,2024-06-09,2024-12-31,2024-07-28,1236.0,Paid
449,44,5,2023-05-30,2024-01-18,,1068.0,Paid
450,44,5,2023-01-05,2024-11-17,2023-08-03,996.0,Paid
451,48,5,2023-11-04,2023-12-18,2023-01-18,1200.0,Paid
452,48,5,2023-01-07,2023-12-30,2024-08-03,1428.0,Paid
453,48,5,2023-02-03,2024-05-01,2023-10-25,1020.0,Paid
454,48,5,2023-08-02,2024-01-15,2023-04-08,1332.0,Paid
455,48,5,2024-12-13,2024-02-06,2023-03-29,1080.0,Paid
456,48,5,2023-04-24,2024-04-04,2024-09-04,1296.0,Paid
457,48,5,2024-04-26,2023-08-29,2024-07-14,1356.0,Overdue
458,48,5,2023-11-14,2023-05-25,2023-11-10,1212.0,Paid
459,48,5,2024-10-12,2024-01-14,2023-05-08,1356.0,Paid
460,48,5,2024-01-12,2025-01-25,2024-09-22,1056.0,Paid
461,48,5,2023-04-06,2023-03-07,2023-09-18,1284.0,Paid
462,48,5,2023-09-07,2024-10-21,2023-01-19,1380.0,Paid
463,48,5,2023-07-31,2024-01-28,2024-01-07,1284.0,Overdue
464,48,5,2023-10-12,2024-05-18,2024-06-20,1044.0,Paid
465,48,5,2023-09-09,2024-10-19,2024-06-16,1440.0,Paid
466,48,5,2024-04-21,2024-09-10,2023-04-27,1200.0,Paid
467,48,5,2024-07-21,2023-07-26,2023-06-04,1356.0,Paid
468,48,5,2023-06-28,2023-09-05,2024-04-18,1284.0,Paid
469,48,5,2024-09-10,2024-02-10,2024-04-09,1032.0,Paid
470,48,5,2024-12-15,2024-02-18,2023-06-19,1140.0,Overdue
471,48,5,2023-09-26,2024-04-06,2024-08-01,1116.0,Paid
472,48,5,2023-11-09,2024-12-09,2024-09-07,1044.0,Paid
473,48,5,2023-10-30,2023-10-03,2024-08-09,1356.0,Overdue
474,48,5,2023-03-17,2024-03-22,,1248.0,Paid
475,48,5,2023-06-29,2024-02-22,2023-06-10,1356.0,Paid
476,49,5,2024-06-04,2024-10-22,2024-11-12,1380.0,Paid
477,49,5,2023-08-19,2024-04-10,,1116.0,Paid
478,49,5,2023-07-25,2024-10-07,2023-08-25,1176.0,Paid
479,49,5,2023-01-26,2023-10-17,2024-09-26,1260.0,Paid
480,49,5,2023-08-24,2024-11-06,,1440.0,Paid
481,49,5,2024-04-05,2023-08-26,2023-05-10,1068.0,Paid
482,49,5,2023-01-17,2023-11-01,2023-10-19,1356.0,Overdue
483,49,5,2023-02-05,2023-03-22,2023-02-13,1092.0,Overdue
484,49,5,2023-08-11,2024-02-26,2024-05-19,1356.0,Paid
485,49,5,2023-04-08,2025-01-23,2024-09-06,1008.0,Paid
486,49,5,2023-04-23,2025-01-13,2023-01-12,972.0,Paid
487,49,5,2024-08-10,2024-11-04,2024-05-03,1200.0,Paid
488,49,5,2023-02-20,2024-04-08,2024-10-06,1344.0,Paid
489,49,5,2024-04-21,2024-12-01,,1032.0,Paid
490,49,5,2024-04-21,2024-05-14,2023-09-08,1164.0,Paid
491,49,5,2024-07-17,2025-01-17,2024-05-06,960.0,Paid
492,49,5,2023-03-27,2023-10-05,2024-03-14,1092.0,Overdue
493,49,5,2024-12-22,2023-04-09,2024-05-31,1152.0,Paid
494,49,5,2024-10-19,2024-10-08,,1404.0,Overdue
495,49,5,2024-03-21,2024-03-01,,960.0,Paid
496,49,5,2023-12-11,2023-10-10,2023-09-25,1368.0,Paid
497,49,5,2023-12-05,2024-05-28,2024-12-15,1056.0,Paid
498,49,5,2023-04-01,2023-04-02,2023-04-11,1212.0,Overdue
499,49,5,2024-04-10,2023-04-05,,1128.0,Paid
500,49,5,2024-07-25,2024-10-10,2023-08-20,1236.0,Overdue
501,52,5,2024-05-02,2023-02-19,2024-01-22,327.0,Overdue
502,52,5,2024-11-08,2024-08-02,2024-08-17,309.0,Overdue
503,52,5,2023-12-28,2024-07-10,2024-04-27,333.0,Paid
504,52,5,2023-11-26,2024-09-21,2024-10-11,273.0,Paid
505,52,5,2024-09-20,2024-01-25,2024-08-07,360.0,Overdue
506,52,5,2024-05-08,2023-06-29,2023-12-25,270.0,Paid
507,52,5,2023-08-04,2024-08-11,2023-08-13,267.0,Paid
508,52,5,2024-05-11,2024-06-23,2023-04-19,339.0,Overdue
509,52,5,2023-08-20,2023-09-16,2023-01-20,297.0,Paid
510,52,5,2024-09-02,2024-04-28,2024-10-03,324.0,Paid
511,52,5,2023-11-01,2023-11-12,,333.0,Paid
512,52,5,2024-06-01,2023-02-25,2023-09-24,261.0,Paid
513,52,5,2024-11-09,2023-10-28,2024-03-14,282.0,Paid
514,52,5,2023-05-20,2024-09-11,2024-10-09,288.0,Paid
515,52,5,2023-05-04,2023-10-04,2023-10-02,264.0,Paid
516,52,5,2023-01-31,2023-11-24,2024-01-06,348.0,Paid
517,52,5,2023-02-27,2024-09-10,,321.0,Paid
518,52,5,2024-05-30,2024-01-31,,342.0,Paid
519,52,5,2024-02-03,2023-04-04,2023-01-22,321.0,Paid
520,52,5,2023-01-18,2024-03-02,2023-02-06,321.0,Overdue
521,52,5,2024-02-11,2025-01-28,2023-10-13,309.0,Paid
522,52,5,2024-12-18,2023-03-01,2023-08-14,297.0,Overdue
523,52,5,2024-10-28,2024-08-16,2024-03-28,282.0,Paid
524,52,5,2024-03-10,2024-08-03,,321.0,Paid
525,52,5,2024-03-07,2023-09-28,2024-01-13,258.0,Paid
526,55,5,2023-03-06,2023-02-27,,1344.0,Paid
527,55,5,2024-11-18,2023-07-19,,1380.0,Paid
528,55,5,2024-08-28,2024-04-02,2024-11-07,1320.0,Paid
529,55,5,2023-07-09,2023-06-18,,1320.0,Paid
530,55,5,2023-10-11,2024-03-10,2024-11-11,1344.0,Paid
531,55,5,2024-12-27,2023-09-05,2024-05-23,1200.0,Paid
532,55,5,2023-02-18,2024-11-19,2023-04-21,1008.0,Paid
533,55,5,2024-09-15,2023-10-16,2024-04-03,1116.0,Overdue
534,55,5,2023-12-19,2024-04-06,2024-01-23,1092.0,Paid
535,55,5,2024-08-17,2023-08-15,2024-01-25,1116.0,Paid
536,55,5,2024-07-22,2024-02-09,2023-10-30,1080.0,Paid
537,55,5,2024-11-22,2023-04-24,2023-09-27,1008.0,Paid
538,55,5,2023-04-14,2024-01-15,2024-01-07,1296.0,Overdue
539,55,5,2023-02-04,2024-10-31,2023-03-26,1416.0,Paid
540,55,5,2023-06-13,2024-03-05,,1020.0,Paid
541,55,5,2024-02-22,2024-04-16,2023-04-11,1392.0,Paid
542,55,5,2024-05-30,2024-09-25,,1296.0,Paid
543,55,5,2023-06-28,2024-12-22,2024-01-06,1032.0,Paid
544,55,5,2024-04-27,2024-10-06,2024-06-11,1152.0,Paid
545,55,5,2024-07-27,2024-09-27,,1152.0,Paid
546,55,5,2024-04-22,2023-06-24,,984.0,Overdue
547,55,5,2024-05-21,2025-01-28,2023-08-10,1416.0,Paid
548,55,5,2024-07-16,2023-09-13,,960.0,Paid
549,55,5,2024-12-19,2024-07-17,2023-11-15,1176.0,Overdue
550,55,5,2023-04-19,2024-03-20,2023-03-09,1080.0,Paid
551,57,5,2023-03-18,2025-01-04,2024-11-24,303.0,Paid
552,57,5,2024-03-11,2023-11-22,2023-11-30,243.0,Paid
553,57,5,2023-12-06,2024-01-25,2023-05-02,288.0,Paid
554,57,5,2023-02-21,2023-10-10,,276.0,Paid
555,57,5,2024-02-16,2025-01-07,2024-10-23,315.0,Overdue
556,57,5,2023-07-15,2024-04-16,2023-04-07,321.0,Overdue
557,57,5,2023-03-22,2024-03-10,2024-02-02,351.0,Overdue
558,57,5,2023-02-04,2023-05-01,,270.0,Paid
559,57,5,2023-04-19,2023-10-06,2023-01-26,240.0,Overdue
560,57,5,2023-06-21,2024-11-29,2024-09-28,267.0,Paid
561,57,5,2023-12-11,2023-07-03,2024-12-26,291.0,Paid
562,57,5,2024-11-25,2023-08-14,2023-02-24,270.0,Paid
563,57,5,2024-05-03,2025-01-24,2023-09-24,321.0,Paid
564,57,5,2024-05-20,2024-06-25,2024-11-06,357.0,Paid
565,57,5,2024-07-28,2024-12-15,2024-07-01,360.0,Overdue
566,57,5,2023-09-07,2024-07-23,2024-11-25,336.0,Overdue
567,57,5,2023-11-13,2023-06-13,,324.0,Overdue
568,57,5,2023-05-17,2023-07-11,2023-12-08,249.0,Paid
569,57,5,2024-11-19,2023-11-14,2024-10-16,249.0,Paid
570,57,5,2023-01-28,2023-01-31,2023-12-29,270.0,Paid
571,57,5,2023-12-21,2024-06-03,2023-10-27,348.0,Paid
572,57,5,2023-01-10,2023-10-04,,303.0,Paid
573,57,5,2024-08-13,2024-11-05,2025-01-03,294.0,Paid
574,57,5,2023-05-24,2024-09-07,2023-11-25,270.0,Paid
575,57,5,2024-04-03,2025-01-08,2023-03-28,336.0,Overdue
576,59,5,2023-01-28,2024-02-07,2024-10-16,360.0,Paid
577,59,5,2024-09-23,2024-06-01,2024-04-28,351.0,Overdue
578,59,5,2024-09-15,2023-05-16,2023-07-04,243.0,Paid
579,59,5,2024-04-13,2023-10-01,2024-05-21,279.0,Paid
580,59,5,2024-05-28,2024-06-04,2024-08-31,333.0,Paid
581,59,5,2024-04-16,2024-06-06,2024-08-29,243.0,Overdue
582,59,5,2024-06-27,2024-09-05,,258.0,Paid
583,59,5,2023-03-23,2023-12-24,2024-08-06,264.0,Paid
584,59,5,2023-02-17,2024-03-07,2023-08-04,327.0,Paid
585,59,5,2024-07-23,2023-07-16,2024-02-19,279.0,Paid
586,59,5,2023-01-21,2024-08-15,2023-03-16,261.0,Paid
587,59,5,2023-09-15,2023-08-10,2023-10-21,264.0,Paid
588,59,5,2023-09-23,2024-01-08,2024-10-09,336.0,Paid
589,59,5,2024-11-18,2024-01-09,2024-12-02,342.0,Paid
590,59,5,2024-05-21,2023-12-20,2024-07-27,279.0,Paid
591,59,5,2024-03-14,2024-11-01,2024-10-04,249.0,Overdue
592,59,5,2024-12-14,2024-09-19,,351.0,Paid
593,59,5,2024-10-01,2023-09-03,2023-05-20,291.0,Paid
594,59,5,2023-09-17,2024-01-30,,345.0,Paid
595,59,5,2024-05-02,2024-06-06,2023-04-27,264.0,Paid
596,59,5,2024-10-14,2023-10-13,2024-02-29,291.0,Paid
597,59,5,2024-10-18,2024-05-09,2023-01-04,243.0,Paid
598,59,5,2024-02-15,2024-08-04,2023-06-29,306.0,Paid
599,59,5,2023-07-13,2023-05-03,2024-04-30,255.0,Paid
600,59,5,2023-04-16,2023-09-23,2023-07-31,282.0,Paid
601,62,5,2023-03-19,2023-09-02,2023-06-23,1284.0,Paid
602,62,5,2024-12-08,2023-04-13,2023-07-03,1272.0,Paid
603,62,5,2024-10-31,2024-09-08,2023-09-08,984.0,Paid
604,62,5,2024-05-29,2023-06-02,2023-12-19,972.0,Paid
605,62,5,2023-06-05,2023-09-29,2024-01-19,1056.0,Paid
606,62,5,2024-12-01,2024-07-08,2023-09-25,960.0,Overdue
607,62,5,2023-04-05,2023-12-23,2023-04-07,1380.0,Paid
608,62,5,2023-06-18,2023-05-06,2024-06-27,1404.0,Overdue
609,62,5,2023-05-09,2023-04-28,,1224.0,Paid
610,62,5,2024-06-15,2024-05-15,2024-08-27,1020.0,Paid
611,62,5,2023-01-21,2023-02-24,2023-11-25,1140.0,Overdue
612,62,5,2024-08-17,2024-03-20,2024-04-03,1344.0,Paid
613,62,5,2023-10-09,2024-04-10,2023-06-17,1380.0,Paid
614,62,5,2024-08-24,2024-06-13,,1248.0,Paid
615,62,5,2024-05-03,2023-07-21,2023-11-28,1188.0,Overdue
616,62,5,2023-04-10,2023-09-23,,1320.0,Paid
617,62,5,2023-10-21,2024-10-01,2023-10-16,1392.0,Paid
618,62,5,2024-04-15,2023-11-18,,1152.0,Overdue
619,62,5,2024-09-09,2024-08-18,2023-10-19,1404.0,Paid
620,62,5,2023-01-30,2023-02-26,2023-09-24,1032.0,Paid
621,62,5,2023-04-04,2023-05-24,,1440.0,Paid
622,62,5,2024-02-17,2023-03-29,2024-02-16,1044.0,Paid
623,62,5,2024-06-09,2023-12-17,2024-12-10,1152.0,Overdue
624,62,5,2024-07-07,2024-02-23,2023-10-14,1224.0,Paid
625,62,5,2024-12-05,2024-04-01,2024-10-05,1212.0,Paid
626,63,5,2024-08-03,2023-02-27,2023-11-20,1116.0,Paid
627,63,5,2023-12-23,2023-09-18,2025-01-01,1008.0,Paid
628,63,5,2024-05-17,2024-11-13,2024-07-26,1068.0,Paid
629,63,5,2023-10-10,2025-01-11,2023-06-18,1428.0,Paid
630,63,5,2023-07-30,2024-03-11,2024-03-05,996.0,Paid
631,63,5,2024-06-22,2025-01-10,2024-01-09,1416.0,Overdue
632,63,5,2024-04-30,2024-03-14,2024-05-25,1164.0,Paid
633,63,5,2024-12-30,2023-11-03,2024-06-30,1392.0,Paid
634,63,5,2024-02-27,2024-04-25,2024-07-06,1188.0,Paid
635,63,5,2023-05-31,2024-06-29,,1368.0,Overdue
636,63,5,2023-12-30,2024-06-29,2023-12-23,1260.0,Paid
637,63,5,2024-01-12,2024-08-15,2025-01-04,1020.0,Paid
638,63,5,2023-02-16,2024-12-06,2024-12-02,1056.0,Paid
639,63,5,2023-06-15,2024-07-11,2023-09-12,1416.0,Paid
640,63,5,2024-02-29,2023-05-01,2024-10-11,1428.0,Paid
641,63,5,2023-04-21,2024-10-09,2024-07-26,1032.0,Paid
642,63,5,2023-04-22,2023-11-13,2024-02-19,1164.0,Overdue
643,63,5,2024-06-29,2025-01-29,2023-02-02,972.0,Overdue
644,63,5,2023-09-29,2023-05-13,2023-09-17,1284.0,Overdue
645,63,5,2023-01-18,2023-12-10,2024-05-28,1032.0,Paid
646,63,5,2023-02-07,2023-10-01,2023-09-28,984.0,Overdue
647,63,5,2023-12-08,2023-11-07,2024-07-28,1056.0,Paid
648,63,5,2024-09-28,2023-05-29,2024-09-21,1068.0,Paid
649,63,5,2023-07-20,2024-08-14,2024-02-18,1416.0,Paid
650,63,5,2023-10-21,2024-11-10,,1176.0,Paid
651,67,5,2024-07-07,2023-09-03,2023-03-01,303.0,Paid
652,67,5,2024-09-01,2024-02-06,2023-03-24,354.0,Paid
653,67,5,2023-02-16,2024-03-10,,315.0,Overdue
654,67,5,2023-07-31,2024-08-15,2024-01-09,318.0,Overdue
655,67,5,2023-08-30,2024-09-26,,330.0,Paid
656,67,5,2023-01-10,2023-03-02,2023-06-15,291.0,Overdue
657,67,5,2023-03-28,2023-08-21,2024-04-26,279.0,Overdue
658,67,5,2023-04-15,2023-11-11,2024-04-12,312.0,Overdue
659,67,5,2023-06-14,2024-02-19,2024-01-31,327.0,Paid
660,67,5,2024-06-24,2024-06-26,2024-06-28,318.0,Paid
661,67,5,2024-10-10,2023-02-06,2023-09-06,282.0,Paid
662,67,5,2023-10-28,2025-01-16,2023-10-12,261.0,Paid
663,67,5,2023-02-10,2024-04-19,,360.0,Paid
664,67,5,2024-03-28,2024-08-27,,291.0,Paid
665,67,5,2023-08-27,2024-03-12,2023-12-08,261.0,Paid
666,67,5,2024-11-17,2023-12-18,2024-09-12,243.0,Paid
667,67,5,2024-08-27,2023-09-04,2023-10-18,252.0,Overdue
668,67,5,2023-07-14,2023-09-18,2023-11-10,267.0,Paid
669,67,5,2023-08-15,2023-08-24,2024-10-14,255.0,Paid
670,67,5,2023-06-02,2023-11-22,,258.0,Paid
671,67,5,2023-01-06,2023-04-04,2023-10-16,303.0,Paid
672,67,5,2024-08-08,2024-06-26,,342.0,Paid
673,67,5,2023-07-14,2023-02-28,2023-04-16,240.0,Overdue
674,67,5,2024-08-17,2024-07-09,2024-10-25,342.0,Paid
675,67,5,2023-06-10,2023-04-07,2023-08-23,264.0,Paid
676,68,5,2023-03-06,2023-06-27,2024-01-09,303.0,Paid
677,68,5,2023-07-04,2024-02-01,,336.0,Paid
678,68,5,2023-01-12,2024-09-25,2023-01-19,288.0,Paid
679,68,5,2023-07-16,2023-03-21,2024-06-12,252.0,Overdue
680,68,5,2023-03-28,2024-07-23,,243.0,Overdue
681,68,5,2023-11-07,2023-10-08,,282.0,Paid
682,68,5,2024-12-02,2024-12-01,2023-05-25,246.0,Paid
683,68,5,2023-02-28,2023-04-10,2023-11-23,291.0,Paid
684,68,5,2023-03-28,2024-11-11,2024-05-19,291.0,Overdue
685,68,5,2024-11-15,2024-10-04,2024-04-19,252.0,Paid
686,68,5,2023-11-06,2023-03-22,2024-03-27,297.0,Paid
687,68,5,2024-04-26,2024-09-05,2024-07-25,282.0,Overdue
688,68,5,2024-10-31,2023-05-31,2025-01-02,309.0,Paid
689,68,5,2023-04-24,2024-11-04,2024-09-30,285.0,Paid
690,68,5,2024-12-13,2023-12-21,2023-03-01,267.0,Overdue
691,68,5,2023-03-14,2023-08-19,2023-11-01,264.0,Paid
692,68,5,2023-10-06,2024-05-12,2023-02-23,300.0,Overdue
693,68,5,2023-05-29,2023-08-03,,306.0,Paid
694,68,5,2023-02-17,2024-12-02,2023-07-26,348.0,Overdue
695,68,5,2023-10-18,2023-03-09,2024-11-21,255.0,Paid
696,68,5,2024-06-09,2024-05-16,2023-01-26,333.0,Paid
697,68,5,2023-02-28,2023-09-07,2024-11-11,288.0,Overdue
698,68,5,2023-04-19,2024-08-18,2024-03-28,252.0,Paid
699,68,5,2024-08-14,2023-12-28,2024-05-17,252.0,Paid
700,68,5,2024-11-18,2023-09-12,2024-06-02,351.0,Paid
701,71,5,2024-01-20,2025-01-24,2024-12-23,321.0,Paid
702,71,5,2024-03-29,2023-02-02,2023-12-25,321.0,Paid
703,71,5,2023-03-17,2024-11-25,,330.0,Paid
704,71,5,2023-07-12,2024-06-15,,351.0,Paid
705,71,5,2023-04-01,2023-08-28,,261.0,Paid
706,71,5,2023-11-28,2023-03-16,2023-11-24,279.0,Paid
707,71,5,2023-10-07,2023-11-05,,291.0,Paid
708,71,5,2023-02-17,2023-02-12,2023-03-04,321.0,Paid
709,71,5,2023-12-28,2024-02-29,2023-07-07,345.0,Overdue
710,71,5,2023-12-11,2024-01-17,2023-01-24,276.0,Paid
711,71,5,2023-08-07,2024-08-03,,309.0,Paid
712,71,5,2023-11-12,2023-06-28,2024-02-03,285.0,Overdue
713,71,5,2024-06-10,2024-06-14,,324.0,Paid
714,71,5,2024-06-02,2023-06-10,2023-06-21,336.0,Overdue
715,71,5,2024-10-19,2025-01-15,,273.0,Paid
716,71,5,2024-04-05,2023-03-21,2024-07-16,240.0,Paid
717,71,5,2024-08-04,2024-10-19,,294.0,Paid
718,71,5,2023-09-20,2024-02-24,2024-07-29,276.0,Paid
719,71,5,2023-01-18,2024-12-07,2024-10-01,342.0,Paid
720,71,5,2023-09-02,2023-09-22,,267.0,Paid
721,71,5,2023-03-13,2024-10-04,2024-10-31,351.0,Overdue
722,71,5,2023-08-19,2023-09-16,2024-06-13,351.0,Overdue
723,71,5,2024-12-28,2023-05-10,2023-06-28,279.0,Paid
724,71,5,2023-04-05,2024-05-25,2024-03-10,282.0,Overdue
725,71,5,2024-03-13,2024-09-30,2023-08-12,300.0,Paid
726,73,5,2024-07-11,2023-04-08,2023-07-07,273.0,Paid
727,73,5,2024-08-05,2023-03-16,2023-05-23,357.0,Paid
728,73,5,2023-05-21,2024-12-10,,354.0,Paid
729,73,5,2023-08-09,2024-07-24,2023-11-02,270.0,Paid
730,73,5,2024-10-21,2024-07-27,2023-11-28,342.0,Paid
731,73,5,2023-12-10,2024-12-31,2023-02-28,255.0,Paid
732,73,5,2024-07-22,2023-03-31,2023-07-31,291.0,Paid
733,73,5,2023-12-10,2023-05-20,2023-09-17,306.0,Overdue
734,73,5,2024-11-08,2023-09-23,2024-06-13,333.0,Paid
735,73,5,2024-06-29,2024-02-14,2023-03-25,240.0,Paid
736,73,5,2024-08-24,2024-08-01,,300.0,Paid
737,73,5,2024-09-14,2023-10-04,2024-12-29,282.0,Overdue
738,73,5,2023-09-14,2023-12-16,2024-06-09,348.0,Paid
739,73,5,2024-01-19,2023-06-19,2023-10-09,276.0,Paid
740,73,5,2023-09-30,2024-04-30,2023-03-08,252.0,Paid
741,73,5,2023-12-14,2025-01-14,2024-04-22,360.0,Overdue
742,73,5,2024-04-19,2023-10-14,2023-04-13,336.0,Paid
743,73,5,2023-02-21,2024-05-10,2024-03-03,249.0,Paid
744,73,5,2023-08-21,2023-07-01,,318.0,Overdue
745,73,5,2024-09-01,2024-02-24,2024-04-23,360.0,Overdue
746,73,5,2024-01-01,2024-01-09,,249.0,Paid
747,73,5,2023-08-27,2024-10-06,2024-10-26,348.0,Paid
748,73,5,2023-02-06,2024-07-10,,357.0,Paid
749,73,5,2023-12-21,2024-07-30,,357.0,Paid
750,73,5,2024-07-05,2023-08-28,2024-04-03,243.0,Paid
751,76,5,2023-12-11,2024-01-21,2024-04-10,1116.0,Paid
752,76,5,2024-09-05,2024-01-04,2024-12-14,1356.0,Paid
753,76,5,2023-12-01,2023-06-09,2023-07-08,1188.0,Paid
754,76,5,2023-11-10,2024-02-20,2024-12-28,1200.0,Overdue
755,76,5,2023-12-27,2024-09-24,2023-08-09,1392.0,Paid
756,76,5,2024-03-14,2024-09-25,,1188.0,Paid
757,76,5,2023-11-11,2024-12-13,,1056.0,Paid
758,76,5,2024-12-20,2023-08-27,,1116.0,Paid
759,76,5,2024-01-07,2023-07-14,2023-05-31,1440.0,Paid
760,76,5,2023-05-20,2024-12-25,2023-03-13,1116.0,Overdue
761,76,5,2023-02-17,2023-12-25,2024-08-20,972.0,Paid
762,76,5,2024-03-21,2023-02-19,,1092.0,Paid
763,76,5,2023-03-14,2024-05-13,2023-02-01,1212.0,Paid
764,76,5,2023-06-07,2024-11-16,2023-10-31,1008.0,Paid
765,76,5,2024-09-18,2025-01-17,2024-01-09,1332.0,Paid
766,76,5,2023-10-11,2024-12-06,2023-10-17,1404.0,Paid
767,76,5,2024-06-10,2025-01-19,,1320.0,Paid
768,76,5,2024-07-08,2024-12-21,,1104.0,Paid
769,76,5,2024-11-02,2023-09-21,2024-08-01,1284.0,Paid
770,76,5,2024-04-19,2024-12-06,,1368.0,Paid
771,76,5,2024-10-27,2024-06-17,2024-07-09,1056.0,Paid
772,76,5,2024-04-06,2023-11-01,2023-01-25,1092.0,Paid
773,76,5,2023-12-03,2023-04-03,2023-10-13,1044.0,Paid
774,76,5,2023-10-21,2023-07-28,2024-01-26,960.0,Paid
775,76,5,2024-02-27,2024-08-09,2023-04-20,1404.0,Paid
776,78,5,2024-10-20,2023-05-12,2023-02-07,984.0,Paid
777,78,5,2023-03-31,2023-06-08,2024-10-29,1212.0,Written Off
778,78,5,2024-02-25,2024-07-25,2024-08-12,1272.0,Overdue
779,78,5,2023-02-09,2024-04-19,2024-10-17,1272.0,Paid
780,78,5,2023-10-06,2023-12-20,2024-09-14,1128.0,Paid
781,78,5,2024-07-11,2023-06-09,,1380.0,Paid
782,78,5,2024-11-20,2024-05-28,2024-02-25,1128.0,Overdue
783,78,5,2024-09-07,2023-11-16,2024-08-25,1224.0,Paid
784,78,5,2024-06-26,2024-01-21,,1020.0,Paid
785,78,5,2024-03-17,2024-03-12,2023-09-13,1392.0,Paid
786,78,5,2023-11-19,2025-01-26,2023-12-09,1284.0,Paid
787,78,5,2024-07-11,2024-06-21,2024-05-03,1320.0,Paid
788,78,5,2024-11-29,2023-09-06,,1068.0,Paid
789,78,5,2024-08-28,2024-05-05,2024-06-24,1284.0,Paid
790,78,5,2024-06-06,2024-02-03,2024-11-03,1248.0,Paid
791,78,5,2023-05-05,2024-01-09,2024-07-24,1032.0,Paid
792,78,5,2024-07-26,2023-02-07,2024-10-28,1332.0,Overdue
793,78,5,2023-02-22,2023-07-04,2024-01-03,1308.0,Paid
794,78,5,2023-06-28,2025-01-22,,1200.0,Overdue
795,78,5,2023-10-19,2024-12-14,,1176.0,Paid
796,78,5,2024-08-21,2024-04-13,2023-10-27,1140.0,Overdue
797,78,5,2023-10-16,2024-06-27,2024-04-06,1152.0,Paid
798,78,5,2023-05-30,2023-10-01,2023-07-16,1392.0,Overdue
799,78,5,2024-08-24,2024-02-10,2024-03-29,1080.0,Paid
800,78,5,2024-05-07,2024-10-20,,1056.0,Paid
801,79,5,2024-04-10,2023-10-08,2024-04-30,309.0,Paid
802,79,5,2024-04-05,2024-03-29,,261.0,Paid
803,79,5,2023-04-25,2023-05-25,2023-06-23,261.0,Paid
804,79,5,2024-11-03,2023-02-27,2023-12-13,306.0,Paid
805,79,5,2023-09-29,2023-07-16,2024-09-03,279.0,Paid
806,79,5,2023-05-17,2024-06-05,2024-10-31,354.0,Overdue
807,79,5,2023-06-01,2024-07-10,,267.0,Paid
808,79,5,2024-01-31,2024-05-23,,303.0,Paid
809,79,5,2024-01-05,2024-04-13,,252.0,Paid
810,79,5,2024-03-31,2023-03-06,2023-11-19,306.0,Paid
