usage_id,account_id,usage_date,active_users,logins,feature_a_events,feature_b_events
9203,100,2024-01-10,8,6,25,9
9204,100,2024-01-31,9,33,45,0
9205,100,2024-08-26,14,56,4,11
9206,100,2023-09-27,6,12,34,3
9207,100,2023-04-29,11,8,54,9
9208,100,2024-09-05,15,9,27,5
9209,100,2024-10-13,9,50,39,24
9210,100,2023-10-02,12,30,19,4
9211,100,2023-04-27,14,10,15,16
9212,100,2023-09-28,7,9,29,1
9213,100,2023-01-21,15,9,22,2
9214,100,2024-04-18,8,24,62,11
9215,100,2024-11-15,3,42,27,21
9216,100,2024-12-02,8,12,53,18
9217,100,2024-04-01,12,24,6,2
9218,100,2023-06-09,14,21,21,17
9219,100,2023-10-16,8,4,17,2
9220,100,2024-11-07,11,90,10,2
9221,100,2023-09-15,7,20,11,28
9222,100,2024-12-15,9,42,12,7
9223,100,2023-06-13,14,50,6,3
9224,100,2023-02-19,12,45,42,5
9225,100,2024-12-16,8,54,5,14
9226,100,2024-01-09,13,3,12,0
9227,100,2023-03-17,8,5,10,4
9228,100,2024-05-16,9,60,27,6
9229,100,2024-06-26,3,15,26,10
9230,100,2023-03-04,12,18,9,2
9231,100,2024-05-30,6,42,4,31
9232,100,2024-08-24,15,24,4,24
9233,100,2024-10-30,3,45,8,1
9234,100,2023-06-07,4,36,10,5
9235,100,2024-01-21,15,60,29,9
9236,100,2024-05-20,12,25,27,16
9237,100,2023-08-20,15,40,6,2
9238,100,2024-12-05,5,24,31,2
9239,100,2024-12-26,9,28,11,0
9240,100,2023-04-19,7,24,31,1
9241,101,2024-07-31,49,50,112,146
9242,101,2024-11-26,15,72,180,52
9243,101,2024-05-31,21,39,82,50
9244,101,2023-05-29,58,306,108,80
9245,101,2024-04-04,15,54,21,13
9246,101,2024-12-02,17,86,10,91
9247,101,2024-12-27,41,114,94,34
9248,101,2023-01-11,55,153,27,13
9249,101,2024-03-24,30,290,58,79
9250,101,2023-05-21,46,185,52,13
9251,101,2023-05-12,46,180,86,26
9252,101,2023-11-19,51,100,10,41
9253,101,2023-12-14,52,180,29,72
9254,101,2023-01-04,33,48,178,38
9255,101,2024-01-26,18,150,147,44
9256,101,2023-08-17,34,125,81,111
9257,101,2023-11-22,47,80,89,7
9258,101,2023-11-19,39,220,115,17
9259,101,2024-06-18,49,198,14,34
9260,101,2023-10-07,16,105,226,49
9261,101,2023-03-16,28,156,71,26
9262,101,2023-12-16,34,51,32,39
9263,101,2024-02-12,34,22,32,36
9264,101,2024-08-02,41,114,81,7
9265,101,2024-05-30,15,31,77,17
9266,101,2024-03-26,19,156,109,27
9267,101,2024-09-04,22,76,146,8
9268,101,2023-07-03,48,232,178,31
9269,101,2023-09-10,47,210,109,50
9270,101,2024-04-21,19,200,97,75
9271,101,2024-04-16,55,144,51,26
9272,101,2024-05-05,40,42,34,7
9273,101,2024-04-20,15,224,132,26
9274,101,2023-10-25,34,140,208,27
9275,101,2023-03-21,59,265,11,24
9276,101,2024-10-15,43,20,67,26
9277,101,2023-05-20,45,180,69,51
9278,101,2024-06-03,43,58,258,8
9279,101,2024-09-29,54,106,179,3
9280,101,2024-10-05,36,55,41,17
9281,101,2024-04-27,34,228,44,4
9282,101,2024-10-21,25,348,158,50
9283,101,2024-12-11,38,270,64,94
9284,101,2023-07-23,34,204,47,43
9285,101,2024-10-27,22,110,65,9
9286,101,2024-02-08,36,32,30,12
9287,101,2023-08-30,46,100,82,88
9288,101,2023-07-06,30,46,26,25
9289,101,2024-07-09,43,246,33,16
9290,101,2024-12-29,30,25,22,10
9291,101,2024-06-11,39,40,135,95
9292,101,2024-09-21,33,165,46,73
9293,101,2024-10-28,35,60,49,20
9294,101,2023-03-07,21,20,201,22
9295,101,2023-11-28,15,123,60,12
9296,101,2023-08-20,36,114,9,23
9297,101,2024-01-13,21,110,218,46
9298,101,2023-12-09,57,49,42,2
9299,101,2024-03-23,32,138,97,24
9300,101,2024-05-08,21,240,146,49
9301,101,2023-09-18,42,34,27,13
9302,101,2024-04-14,30,48,37,30
9303,101,2024-10-15,22,188,32,11
9304,101,2023-11-11,28,177,96,60
9305,101,2024-09-20,48,240,80,33
9306,101,2023-04-18,40,87,17,23
9307,101,2023-02-11,36,17,32,62
9308,101,2024-07-29,21,54,170,37
9309,101,2024-01-30,16,114,21,25
9310,101,2023-03-13,40,23,57,35
9311,101,2023-03-12,39,40,56,14
9312,101,2023-01-23,32,220,65,5
9313,101,2023-08-22,46,114,25,14
9314,101,2023-12-16,33,184,47,27
9315,101,2023-03-27,48,39,29,16
9316,101,2024-09-02,38,140,64,16
9317,101,2024-11-07,33,147,51,72
9318,101,2024-02-28,43,92,82,45
9319,101,2024-02-25,52,290,80,90
9320,101,2023-01-14,24,53,137,71
9321,101,2023-03-03,19,46,18,9
9322,101,2024-10-12,25,306,54,30
9323,101,2023-10-12,30,288,83,55
9324,101,2024-10-29,58,96,11,4
9325,101,2023-10-29,40,136,54,21
9326,101,2024-11-16,48,32,168,51
9327,101,2023-07-26,17,23,69,6
9328,101,2024-04-05,27,78,32,47
9329,101,2024-01-25,55,300,138,5
9330,101,2023-08-19,39,17,98,14
9331,101,2024-11-24,35,76,150,17
9332,101,2023-08-27,22,174,66,60
9333,101,2024-01-28,23,46,53,124
9334,101,2024-11-14,30,123,194,95
9335,101,2024-08-04,41,64,39,9
9336,101,2024-01-21,45,96,33,13
9337,101,2023-11-12,32,144,146,13
9338,101,2023-07-16,60,60,16,165
9339,101,2024-12-23,52,255,201,62
9340,101,2023-01-19,22,295,234,44
9341,101,2023-07-15,16,69,16,9
9342,101,2023-11-28,28,100,156,79
9343,101,2023-06-02,43,260,114,93
9344,101,2023-04-28,37,224,72,62
9345,101,2024-08-22,48,176,116,9
9346,101,2023-06-26,47,92,65,31
9347,101,2024-07-08,55,132,94,38
9348,101,2023-09-29,45,108,74,8
9349,101,2023-12-20,30,265,89,8
9350,101,2023-12-24,21,102,33,12
9351,101,2023-10-13,26,240,49,10
9352,101,2023-01-15,23,32,15,118
9353,101,2023-03-12,22,85,65,100
9354,101,2024-05-08,51,16,72,46
9355,101,2024-09-03,16,164,106,74
9356,101,2023-12-29,56,205,62,34
9357,101,2023-04-09,24,84,135,49
9358,101,2023-10-08,30,106,35,6
9359,101,2023-08-31,33,156,48,38
9360,101,2024-06-10,39,37,56,42
9361,102,2023-08-29,3,84,18,8
9362,102,2023-04-16,10,12,41,22
9363,102,2024-01-04,13,27,31,15
9364,102,2023-10-13,9,9,15,1
9365,102,2023-04-05,8,30,75,11
9366,102,2023-08-26,6,8,13,4
9367,102,2024-03-02,3,22,6,4
9368,102,2023-06-21,4,7,36,2
9369,102,2023-04-11,13,60,27,20
9370,102,2023-12-04,15,6,26,2
9371,102,2024-05-08,10,32,34,2
9372,102,2024-10-17,6,21,7,11
9373,102,2023-01-05,4,25,18,11
9374,102,2023-06-22,5,3,42,1
9375,102,2023-04-22,5,35,51,4
9376,102,2023-12-08,4,22,22,6
9377,102,2023-06-10,8,18,5,10
9378,102,2023-11-13,12,84,6,3
9379,102,2023-08-24,15,54,4,12
9380,102,2024-08-16,9,15,32,7
9381,102,2023-11-13,14,27,5,6
9382,102,2023-11-28,13,32,1,14
9383,102,2023-11-11,5,18,37,17
9384,102,2024-10-30,6,13,24,12
9385,102,2024-12-28,10,9,20,18
9386,102,2023-03-21,4,12,10,7
9387,102,2024-01-26,13,72,4,2
9388,102,2023-07-13,14,42,12,2
9389,102,2024-08-12,3,12,27,0
9390,102,2023-10-24,7,65,22,3
9391,102,2023-05-16,10,55,1,3
9392,102,2024-11-24,10,72,22,9
9393,102,2023-07-26,13,48,10,11
9394,102,2024-01-11,9,66,13,12
9395,102,2023-02-17,12,8,4,16
9396,102,2024-12-07,13,15,4,23
9397,102,2023-05-17,14,18,9,11
9398,102,2024-10-15,3,52,17,25
9399,102,2024-09-06,3,30,15,8
9400,102,2024-07-07,5,40,20,4
9401,102,2023-02-21,11,6,24,5
9402,102,2023-06-28,8,28,10,2
9403,102,2024-01-20,8,55,11,7
9404,102,2024-03-20,10,16,31,21
9405,102,2023-10-22,7,90,25,20
9406,102,2023-12-30,9,7,8,3
9407,102,2023-01-31,4,9,15,2
9408,102,2023-10-30,4,75,10,19
9409,102,2024-12-11,7,65,19,9
9410,102,2024-03-06,12,60,21,0
9411,102,2024-07-27,12,36,9,21
9412,102,2024-03-09,14,8,64,18
9413,102,2024-01-13,3,14,4,1
9414,102,2024-08-08,5,60,19,7
9415,102,2023-12-28,14,48,18,5
9416,102,2024-03-06,7,12,30,33
9417,102,2024-03-23,9,12,28,1
9418,102,2023-07-24,3,40,9,1
9419,102,2023-05-25,5,21,1,1
9420,102,2024-03-01,13,30,21,10
9421,102,2024-06-16,4,60,34,22
9422,102,2023-08-16,13,30,9,3
9423,102,2024-07-18,15,52,8,28
9424,102,2023-07-23,3,28,6,9
9425,102,2023-10-04,11,20,24,3
9426,102,2023-05-13,15,36,56,34
9427,102,2023-09-28,7,24,10,18
9428,102,2023-11-08,14,14,6,27
9429,102,2024-10-07,11,55,8,2
9430,102,2023-01-13,10,14,4,5
9431,102,2023-12-03,13,36,10,2
9432,102,2024-04-22,13,48,12,3
9433,102,2024-09-20,4,15,25,6
9434,102,2024-03-19,6,35,76,11
9435,102,2024-08-27,12,24,51,8
9436,102,2024-08-21,3,8,19,5
9437,102,2023-05-18,14,32,27,2
9438,102,2023-01-15,5,15,7,1
9439,102,2023-08-08,9,42,10,16
9440,102,2023-12-30,7,65,8,5
9441,102,2023-02-02,3,5,24,5
9442,102,2024-03-08,12,24,9,8
9443,102,2024-07-25,3,10,4,23
9444,102,2023-01-19,15,16,8,1
9445,102,2023-04-22,7,30,6,15
9446,102,2024-02-12,14,16,11,11
9447,102,2024-08-15,6,24,17,1
9448,102,2024-11-08,14,30,3,13
9449,102,2023-11-08,15,54,9,1
9450,102,2024-07-12,11,12,6,5
9451,102,2024-07-11,14,75,19,1
9452,102,2023-09-06,12,15,46,1
9453,102,2024-11-03,7,28,36,2
9454,102,2024-12-09,7,75,3,3
9455,102,2023-09-11,5,21,6,2
9456,102,2024-09-06,9,12,3,10
9457,102,2023-07-28,13,72,24,30
9458,102,2024-11-18,13,25,8,20
9459,102,2024-10-20,15,21,9,2
9460,102,2023-11-04,9,9,6,8
9461,102,2023-06-30,3,36,8,6
9462,102,2023-09-14,3,45,14,10
9463,102,2024-02-23,9,12,27,4
9464,102,2024-04-06,14,24,6,6
9465,102,2023-02-14,11,11,13,2
9466,102,2023-06-16,10,55,9,4
9467,102,2024-02-21,13,14,5,4
9468,102,2024-05-30,5,36,24,5
9469,102,2024-01-13,8,20,34,19
9470,102,2024-12-11,9,13,12,2
9471,102,2024-04-21,8,16,18,3
9472,102,2023-01-02,8,60,61,24
9473,102,2023-09-10,8,24,4,1
9474,102,2023-09-10,10,18,2,28
9475,102,2024-10-23,8,15,14,3
9476,102,2023-04-05,8,12,22,8
9477,102,2023-06-18,8,56,29,27
9478,102,2024-10-12,4,24,9,0
9479,102,2024-06-09,6,35,36,1
9480,102,2023-10-19,10,18,15,27
9481,103,2024-11-18,12,42,5,29
9482,103,2024-09-30,7,55,28,7
9483,103,2023-08-24,15,48,17,1
9484,103,2023-07-13,6,55,53,12
9485,103,2024-02-19,7,16,9,13
9486,103,2024-11-12,7,7,9,1
9487,103,2023-01-12,4,25,18,9
9488,103,2024-08-31,4,60,12,15
9489,103,2023-08-29,9,36,38,1
9490,103,2024-10-13,15,32,38,2
9491,103,2024-10-26,5,65,20,8
9492,103,2023-01-29,7,8,15,1
9493,103,2023-02-06,9,32,5,10
9494,103,2024-01-20,8,12,16,6
9495,103,2023-07-02,14,42,4,2
9496,103,2024-09-05,4,65,30,7
9497,103,2023-04-11,13,75,4,3
9498,103,2023-03-29,12,6,4,15
9499,103,2023-10-22,13,45,10,12
9500,103,2023-08-26,6,90,12,3
9501,103,2023-04-18,9,54,8,5
9502,103,2023-07-25,8,30,17,5
9503,103,2024-07-04,15,36,34,6
9504,103,2024-02-08,8,33,14,1
9505,103,2024-08-05,5,30,17,1
9506,103,2023-09-03,9,42,38,5
9507,103,2023-12-21,11,20,1,3
9508,103,2023-05-14,5,3,3,9
9509,103,2024-05-20,7,24,15,10
9510,103,2023-10-31,5,12,5,7
9511,103,2023-08-08,4,33,31,24
9512,103,2024-06-06,14,18,12,3
9513,103,2023-09-26,14,60,51,3
9514,103,2023-07-14,8,52,7,6
9515,103,2024-01-04,15,5,1,8
9516,103,2023-12-03,12,52,29,12
9517,103,2023-12-16,10,55,14,12
9518,103,2024-02-05,11,4,32,4
9519,103,2023-01-23,14,3,24,2
9520,103,2023-01-18,4,60,32,6
9521,103,2023-03-27,15,44,53,7
9522,103,2023-01-08,10,20,43,14
9523,103,2024-07-23,12,20,9,5
9524,103,2023-12-06,13,18,28,7
9525,103,2024-06-18,15,15,3,0
9526,103,2023-11-18,12,60,17,1
9527,103,2023-12-14,5,30,3,10
9528,103,2023-10-29,7,21,14,1
9529,103,2024-03-11,14,84,24,16
9530,103,2023-05-01,13,3,28,22
9531,103,2023-04-04,8,54,16,9
9532,103,2023-12-07,11,33,9,1
9533,103,2024-07-27,13,14,12,4
9534,103,2023-04-19,11,26,7,2
9535,103,2024-12-20,5,18,1,3
9536,103,2023-03-29,12,40,6,0
9537,103,2023-01-20,9,16,6,21
9538,103,2024-08-20,9,16,3,14
9539,103,2024-02-05,7,20,2,3
9540,103,2024-03-03,11,52,21,8
9541,103,2024-07-09,7,30,25,0
9542,103,2023-07-17,8,14,21,12
9543,103,2024-06-22,8,33,25,10
9544,103,2024-03-23,5,13,22,9
9545,103,2024-01-26,4,54,34,7
9546,103,2023-10-05,3,13,18,18
9547,103,2024-11-13,5,44,5,1
9548,103,2024-09-22,12,12,13,5
9549,103,2023-11-10,15,36,7,2
9550,103,2023-09-06,3,45,8,1
9551,103,2023-05-24,6,16,31,7
9552,103,2023-07-28,9,15,55,16
9553,103,2023-05-19,6,15,18,15
9554,103,2024-11-22,14,22,21,5
9555,103,2023-04-30,3,30,33,20
9556,103,2023-06-30,13,40,24,9
9557,103,2023-09-19,6,15,3,16
9558,103,2023-10-06,14,15,19,7
9559,103,2023-07-15,7,70,28,9
9560,103,2023-05-11,14,65,25,31
9561,103,2024-10-25,3,44,20,6
9562,103,2023-06-12,12,15,12,3
9563,103,2024-01-23,6,26,19,19
9564,103,2023-09-30,10,28,23,5
9565,103,2024-07-01,7,30,4,3
9566,103,2023-06-14,4,18,61,8
9567,103,2023-04-07,11,55,19,3
9568,103,2023-05-17,9,26,23,3
9569,103,2023-08-11,3,5,8,14
9570,103,2023-09-18,11,8,19,7
9571,103,2024-04-07,6,40,13,3
9572,103,2024-03-16,10,18,5,4
9573,103,2023-01-28,13,15,37,9
9574,103,2023-03-07,3,4,25,28
9575,103,2023-09-13,3,25,17,5
9576,103,2024-05-17,7,26,29,5
9577,103,2023-10-02,14,36,19,3
9578,103,2024-08-20,9,28,14,2
9579,103,2023-09-30,6,78,12,1
9580,103,2024-04-30,13,24,9,11
9581,103,2024-12-22,12,6,4,7
9582,103,2024-06-14,14,60,11,10
9583,103,2024-10-23,10,35,3,4
9584,103,2023-08-06,12,10,2,5
9585,103,2023-02-28,13,42,54,5
9586,103,2023-11-19,8,42,18,3
9587,103,2024-02-12,6,36,3,1
9588,103,2023-12-31,12,15,7,12
9589,103,2023-10-10,4,12,52,1
9590,103,2023-06-12,12,5,9,14
9591,103,2024-02-03,3,70,52,7
9592,103,2023-01-16,14,21,30,2
9593,103,2023-11-05,13,22,20,10
9594,103,2023-06-25,10,33,4,20
9595,103,2023-01-14,11,21,8,3
9596,103,2023-12-30,10,60,33,3
9597,103,2023-11-24,4,15,19,2
9598,103,2024-04-18,11,35,28,6
9599,103,2024-12-27,13,45,7,3
9600,103,2024-05-06,5,24,28,4
9601,104,2024-09-20,6,10,3,20
9602,104,2024-07-07,15,16,18,9
9603,104,2023-09-14,14,15,7,9
9604,104,2023-10-15,8,90,17,15
9605,104,2024-10-20,8,18,11,28
9606,104,2024-04-12,10,26,15,22
9607,104,2023-06-08,7,45,66,2
9608,104,2023-10-19,12,20,21,14
9609,104,2023-01-02,5,30,25,2
9610,104,2024-08-31,15,16,23,7
9611,104,2024-03-28,9,56,17,7
9612,104,2024-11-01,4,27,26,5
9613,104,2024-08-25,6,25,18,43
9614,104,2024-12-28,11,20,4,0
9615,104,2024-09-12,5,24,15,13
9616,104,2023-03-18,11,16,2,30
9617,104,2023-03-25,12,7,39,16
9618,104,2024-06-29,14,84,1,5
9619,104,2023-11-19,9,24,17,1
9620,104,2023-03-05,6,14,38,9
9621,104,2023-05-04,7,15,22,5
9622,104,2023-10-30,13,12,22,5
9623,104,2024-01-26,4,6,26,7
9624,104,2024-09-05,3,24,15,21
9625,104,2024-08-01,14,24,15,5
9626,104,2023-08-12,4,12,14,17
9627,104,2024-11-23,11,56,16,6
9628,104,2024-08-24,14,24,7,34
9629,104,2024-04-19,8,24,7,5
9630,104,2024-03-03,10,78,18,7
9631,104,2024-11-20,9,32,16,6
9632,104,2023-02-24,9,8,5,7
9633,104,2024-08-04,9,78,11,0
9634,104,2024-09-19,4,50,5,4
9635,104,2023-05-18,10,15,7,2
9636,104,2023-02-06,5,22,3,11
9637,104,2023-10-26,10,25,13,4
9638,104,2024-08-24,9,48,5,1
9639,104,2024-12-11,4,16,19,0
9640,104,2023-10-17,10,6,9,29
9641,104,2024-07-02,12,18,6,2
9642,104,2024-04-20,11,8,6,5
9643,104,2023-02-03,4,55,16,27
9644,104,2024-03-17,9,3,56,2
9645,104,2023-11-27,8,48,16,4
9646,104,2023-05-19,14,48,10,8
9647,104,2024-04-26,15,55,5,7
9648,104,2024-01-29,15,42,7,7
9649,104,2024-10-11,4,60,8,8
9650,104,2024-11-02,10,6,10,1
9651,104,2023-02-23,9,52,4,6
9652,104,2023-10-12,12,48,20,11
9653,104,2024-08-19,8,10,24,4
9654,104,2023-09-02,3,55,13,2
9655,104,2023-03-05,14,30,18,16
9656,104,2023-05-18,4,50,7,14
9657,104,2024-06-25,12,27,26,11
9658,104,2023-09-17,4,26,8,17
9659,104,2023-04-20,10,90,31,13
9660,104,2023-06-14,7,36,27,16
9661,104,2024-12-10,4,48,1,2
9662,104,2023-10-24,7,9,52,6
9663,104,2023-01-14,11,33,9,8
9664,104,2024-08-29,3,11,3,4
9665,104,2023-10-21,3,50,10,1
9666,104,2024-12-20,11,12,45,2
9667,104,2024-03-03,9,25,12,4
9668,104,2023-05-21,13,70,19,1
9669,104,2023-04-03,15,84,11,13
9670,104,2023-01-29,3,10,4,4
9671,104,2023-12-27,15,60,7,5
9672,104,2023-03-23,6,3,24,2
9673,104,2024-04-28,9,32,7,10
9674,104,2023-05-19,12,40,10,19
9675,104,2024-09-06,14,50,3,26
9676,104,2024-07-15,7,14,20,20
9677,104,2023-05-28,7,60,60,13
9678,104,2024-07-14,3,39,22,25
9679,104,2023-11-25,8,25,9,6
9680,104,2023-12-26,8,66,13,10
9681,104,2023-02-24,8,45,22,8
9682,104,2023-11-14,10,20,9,5
9683,104,2023-09-26,12,9,25,5
9684,104,2024-01-23,3,18,56,4
9685,104,2023-12-01,4,36,59,3
9686,104,2024-08-23,13,60,22,7
9687,104,2024-07-29,9,3,5,4
9688,104,2023-10-28,13,24,30,3
9689,104,2023-07-25,9,20,40,4
9690,104,2024-10-23,7,42,2,4
9691,104,2023-01-16,11,27,39,4
9692,104,2024-04-07,15,52,12,10
9693,104,2024-01-12,14,4,5,18
9694,104,2024-10-30,10,21,23,10
9695,104,2024-05-07,8,48,13,1
9696,104,2023-03-02,11,75,9,9
9697,104,2024-04-16,13,6,14,30
9698,104,2024-07-13,15,15,19,15
9699,104,2023-09-05,5,22,52,6
9700,104,2024-01-31,11,44,10,3
9701,104,2024-09-11,6,24,40,24
9702,104,2023-11-16,11,22,34,10
9703,104,2023-01-07,5,30,12,5
9704,104,2024-04-13,9,48,15,19
9705,104,2023-02-28,11,44,3,5
9706,104,2023-07-10,10,12,34,10
9707,104,2023-02-18,10,48,27,20
9708,104,2024-04-23,12,40,6,8
9709,104,2024-08-18,12,75,3,2
9710,104,2023-01-28,14,15,8,18
9711,104,2023-01-11,13,12,3,12
9712,104,2023-12-18,13,10,32,5
9713,104,2023-07-06,14,13,8,7
9714,104,2024-10-30,4,30,12,3
9715,104,2024-09-03,6,5,8,6
9716,104,2023-01-31,15,52,2,13
9717,104,2024-04-11,14,42,33,11
9718,104,2024-10-15,10,30,65,4
9719,104,2023-12-07,6,6,8,18
9720,104,2023-03-22,9,5,31,23
9721,105,2023-01-25,11,35,3,11
9722,105,2023-12-15,15,15,4,4
9723,105,2023-04-26,8,28,18,2
9724,105,2023-12-21,15,32,22,1
9725,105,2023-12-09,9,90,14,11
9726,105,2024-02-11,6,35,4,10
9727,105,2024-07-20,10,15,28,6
9728,105,2024-12-13,6,18,6,1
9729,105,2024-08-20,6,15,21,8
9730,105,2024-04-15,9,12,41,1
9731,105,2024-03-12,10,18,4,4
9732,105,2023-01-23,5,18,21,14
9733,105,2024-08-31,14,9,18,0
9734,105,2024-06-11,6,6,38,2
9735,105,2024-09-30,3,9,22,5
9736,105,2023-06-05,4,42,11,1
9737,105,2023-10-15,6,60,18,21
9738,105,2024-10-13,15,78,16,3
9739,105,2024-08-20,14,39,12,1
9740,105,2023-02-05,14,60,10,1
9741,105,2024-05-11,6,40,7,8
9742,105,2023-11-06,5,55,12,15
9743,105,2023-06-22,12,30,28,3
9744,105,2023-12-21,10,28,17,2
9745,105,2023-06-15,14,3,9,6
9746,105,2023-06-14,14,28,18,2
9747,105,2024-05-24,8,28,2,19
9748,105,2024-12-08,11,18,25,16
9749,105,2023-04-04,5,24,12,3
9750,105,2023-03-23,11,40,3,7
9751,105,2023-02-16,5,24,13,11
9752,105,2023-07-27,5,33,22,3
9753,105,2023-01-19,12,7,23,3
9754,105,2024-07-24,5,22,21,8
9755,105,2024-12-23,9,70,4,9
9756,105,2023-06-02,11,12,11,2
9757,105,2023-08-29,7,20,51,6
9758,105,2023-09-21,4,16,1,15
9759,105,2024-04-20,7,50,12,1
9760,105,2023-11-09,4,25,7,33
9761,105,2023-12-07,3,36,39,7
9762,105,2024-10-06,10,90,4,14
9763,105,2024-06-20,14,12,1,2
9764,105,2023-01-26,15,16,9,2
9765,105,2024-01-30,4,42,5,4
9766,105,2023-06-30,6,12,8,6
9767,105,2023-03-18,4,42,28,17
9768,105,2024-03-31,14,48,5,1
9769,105,2024-02-25,8,14,24,14
9770,105,2023-02-03,3,90,74,4
9771,105,2024-05-18,12,60,2,44
9772,105,2023-12-11,3,90,18,23
9773,105,2024-05-26,6,30,53,4
9774,105,2023-06-10,4,40,43,1
9775,105,2024-06-14,11,16,19,23
9776,105,2023-04-20,9,18,37,28
9777,105,2024-08-05,5,24,62,3
9778,105,2023-12-08,6,10,15,6
9779,105,2024-12-01,12,44,5,11
9780,105,2024-08-03,10,56,42,7
9781,105,2024-02-05,6,4,19,2
9782,105,2024-09-29,8,45,68,15
9783,105,2023-07-04,14,16,23,5
9784,105,2023-09-05,8,26,4,5
9785,105,2023-04-08,9,36,24,6
9786,105,2024-10-09,11,52,19,5
9787,105,2023-05-22,4,3,10,1
9788,105,2024-03-03,13,30,24,16
9789,105,2024-02-09,7,14,8,0
9790,105,2024-07-24,7,10,27,15
9791,105,2023-11-28,6,52,14,2
9792,105,2024-01-23,8,12,33,30
9793,105,2023-12-07,13,54,25,9
9794,105,2024-08-12,15,24,48,10
9795,105,2024-03-10,15,44,66,9
9796,105,2023-11-06,14,90,70,7
9797,105,2024-09-27,12,40,34,2
9798,105,2023-05-06,3,33,40,9
9799,105,2023-02-24,11,36,9,32
9800,105,2023-10-15,9,30,20,5
9801,105,2023-12-01,11,12,15,5
9802,105,2023-08-28,6,65,24,23
9803,105,2024-10-14,7,48,34,7
9804,105,2024-11-22,13,40,15,7
9805,105,2023-12-29,14,48,4,6
9806,105,2024-06-16,3,40,28,12
9807,105,2023-08-28,15,3,22,1
9808,105,2023-05-03,9,24,9,6
9809,105,2023-05-27,10,56,47,30
9810,105,2023-05-17,7,48,9,3
9811,105,2024-06-05,13,60,57,8
9812,105,2023-01-02,13,36,18,6
9813,105,2023-01-18,13,44,10,3
9814,105,2023-02-06,12,14,44,8
9815,105,2024-07-04,12,27,30,9
9816,105,2024-04-23,5,12,10,3
9817,105,2023-04-03,14,60,7,6
9818,105,2024-04-23,7,21,22,21
9819,105,2023-09-13,8,28,26,5
9820,105,2023-08-11,15,44,6,10
9821,105,2023-09-20,13,24,52,26
9822,105,2023-01-02,5,7,11,6
9823,105,2024-05-29,9,33,22,16
9824,105,2024-09-27,10,14,39,13
9825,105,2023-10-06,3,40,9,3
9826,105,2024-05-28,3,20,32,0
9827,105,2024-11-18,4,18,48,6
9828,105,2024-08-02,12,24,13,3
9829,105,2024-11-18,7,40,28,12
9830,105,2024-04-25,13,28,7,3
9831,105,2023-07-08,12,12,2,5
9832,105,2023-02-07,7,60,31,7
9833,105,2024-07-03,13,70,14,7
9834,105,2024-03-20,9,12,35,19
9835,105,2024-07-01,14,18,63,1
9836,105,2024-03-16,3,78,37,7
9837,105,2024-07-27,8,35,18,3
9838,105,2024-08-10,6,33,19,9
9839,105,2023-04-03,14,40,18,3
9840,105,2023-04-09,7,32,7,9
9841,106,2023-06-28,3,48,58,8
9842,106,2024-09-08,11,60,10,3
9843,106,2023-01-11,7,18,10,10
9844,106,2024-03-17,12,21,16,16
9845,106,2024-10-26,14,26,8,7
9846,106,2023-02-01,5,20,23,20
9847,106,2024-02-21,3,48,28,9
9848,106,2024-09-04,11,20,11,12
9849,106,2024-07-30,13,18,6,13
9850,106,2024-03-06,5,70,23,7
9851,106,2023-05-06,13,42,33,14
9852,106,2023-12-26,13,14,27,13
9853,106,2024-05-26,9,25,6,8
9854,106,2024-05-31,5,24,3,15
9855,106,2023-12-11,13,20,7,2
9856,106,2024-06-01,5,12,8,7
9857,106,2023-08-24,12,40,7,14
9858,106,2024-08-22,15,24,5,18
9859,106,2024-09-11,14,60,24,11
9860,106,2023-12-19,12,32,4,4
9861,106,2023-07-05,11,60,7,21
9862,106,2023-05-23,7,48,16,14
9863,106,2024-04-30,6,42,10,6
9864,106,2024-02-16,4,35,31,19
9865,106,2024-11-23,4,20,10,5
9866,106,2024-10-02,4,11,25,2
9867,106,2024-03-18,4,15,3,3
9868,106,2024-04-12,4,14,5,1
9869,106,2024-04-19,13,40,7,3
9870,106,2024-10-11,3,24,14,8
9871,106,2023-01-19,15,54,8,6
9872,106,2023-07-18,12,30,3,13
9873,106,2024-12-13,4,26,60,8
9874,106,2023-05-18,10,15,17,1
9875,106,2023-03-20,8,15,55,8
9876,106,2024-02-10,13,18,18,4
9877,106,2024-11-13,3,13,16,15
9878,106,2024-08-09,8,5,35,19
9879,106,2024-07-06,14,6,24,4
9880,106,2023-03-30,14,32,18,21
9881,106,2023-02-09,8,84,2,3
9882,106,2023-01-09,11,54,34,12
9883,106,2023-04-08,12,20,10,3
9884,106,2024-01-01,7,4,18,3
9885,106,2024-03-18,4,20,14,0
9886,106,2023-07-23,11,28,3,18
9887,106,2024-03-22,5,3,7,14
9888,106,2023-10-14,8,20,12,9
9889,106,2023-06-02,7,72,27,1
9890,106,2024-04-12,10,18,12,3
9891,106,2023-05-02,11,8,6,1
9892,106,2024-10-25,5,30,60,10
9893,106,2023-08-21,6,24,12,18
9894,106,2023-04-14,9,33,29,14
9895,106,2024-04-20,14,24,22,1
9896,106,2023-07-26,3,75,9,5
9897,106,2024-03-15,3,60,3,12
9898,106,2023-09-12,10,20,4,1
9899,106,2024-11-07,14,35,21,11
9900,106,2024-04-24,14,39,21,20
