account_id,account_code,account_name,region,arr_segment,month,avg_active_users,total_logins,total_feature_a_events,total_feature_b_events
69,A0069,Company 0069,North America,SMB,2024-09,8.5,76,69,60
69,A0069,Company 0069,North America,SMB,2024-10,11.25,234,180,76
69,A0069,Company 0069,North America,SMB,2024-11,11.6666666666667,116,21,24
69,A0069,Company 0069,North America,SMB,2024-12,9.5,123,76,87
70,A0070,Company 0070,APAC,SMB,2023-01,7.77777777777778,349,139,88
70,A0070,Company 0070,APAC,SMB,2023-02,9.6,182,64,63
70,A0070,Company 0070,APAC,SMB,2023-03,7.83333333333333,253,116,79
70,A0070,Company 0070,APAC,SMB,2023-04,9.28571428571429,158,130,115
70,A0070,Company 0070,APAC,SMB,2023-05,8.0,90,60,18
70,A0070,Company 0070,APAC,SMB,2023-06,7.2,87,122,39
70,A0070,Company 0070,APAC,SMB,2023-07,7.0,117,28,19
70,A0070,Company 0070,APAC,SMB,2023-08,8.5,126,24,37
70,A0070,Company 0070,APAC,SMB,2023-09,9.8,111,129,29
70,A0070,Company 0070,APAC,SMB,2023-10,7.33333333333333,154,47,13
70,A0070,Company 0070,APAC,SMB,2023-11,8.2,231,35,23
70,A0070,Company 0070,APAC,SMB,2023-12,8.5,267,131,52
70,A0070,Company 0070,APAC,SMB,2024-01,10.6,119,58,39
70,A0070,Company 0070,APAC,SMB,2024-02,12.5,54,25,7
70,A0070,Company 0070,APAC,SMB,2024-03,8.66666666666667,139,131,28
70,A0070,Company 0070,APAC,SMB,2024-04,9.5,311,94,83
70,A0070,Company 0070,APAC,SMB,2024-05,8.66666666666667,114,50,24
70,A0070,Company 0070,APAC,SMB,2024-06,11.0,298,82,45
70,A0070,Company 0070,APAC,SMB,2024-07,6.0,134,17,15
70,A0070,Company 0070,APAC,SMB,2024-08,7.25,286,182,50
70,A0070,Company 0070,APAC,SMB,2024-09,13.0,51,37,20
70,A0070,Company 0070,APAC,SMB,2024-10,11.0,84,38,24
70,A0070,Company 0070,APAC,SMB,2024-11,8.66666666666667,212,110,96
70,A0070,Company 0070,APAC,SMB,2024-12,9.875,197,84,29
71,A0071,Company 0071,LATAM,SMB,2023-01,7.25,98,29,21
71,A0071,Company 0071,LATAM,SMB,2023-02,8.5,140,152,38
71,A0071,Company 0071,LATAM,SMB,2023-03,9.16666666666667,172,66,80
71,A0071,Company 0071,LATAM,SMB,2023-04,10.5,42,102,40
71,A0071,Company 0071,LATAM,SMB,2023-05,12.0,159,96,30
71,A0071,Company 0071,LATAM,SMB,2023-06,8.0,60,84,35
71,A0071,Company 0071,LATAM,SMB,2023-07,8.5,178,58,43
71,A0071,Company 0071,LATAM,SMB,2023-08,9.28571428571429,255,209,49
71,A0071,Company 0071,LATAM,SMB,2023-09,9.0,250,282,115
71,A0071,Company 0071,LATAM,SMB,2023-10,8.0,207,73,45
71,A0071,Company 0071,LATAM,SMB,2023-11,8.4,221,142,34
71,A0071,Company 0071,LATAM,SMB,2023-12,8.0,79,35,27
71,A0071,Company 0071,LATAM,SMB,2024-01,10.5,83,75,35
71,A0071,Company 0071,LATAM,SMB,2024-02,10.4,129,84,47
71,A0071,Company 0071,LATAM,SMB,2024-03,9.25,146,98,20
71,A0071,Company 0071,LATAM,SMB,2024-04,9.4,103,46,42
71,A0071,Company 0071,LATAM,SMB,2024-05,9.0,85,43,57
71,A0071,Company 0071,LATAM,SMB,2024-06,9.16666666666667,260,89,44
71,A0071,Company 0071,LATAM,SMB,2024-07,11.3333333333333,112,75,30
71,A0071,Company 0071,LATAM,SMB,2024-08,10.75,235,175,35
71,A0071,Company 0071,LATAM,SMB,2024-09,7.75,137,74,40
71,A0071,Company 0071,LATAM,SMB,2024-10,9.33333333333333,75,88,50
71,A0071,Company 0071,LATAM,SMB,2024-11,6.25,143,96,39
71,A0071,Company 0071,LATAM,SMB,2024-12,6.25,198,177,78
73,A0073,Company 0073,Europe,SMB,2023-01,8.42857142857143,178,110,58
73,A0073,Company 0073,Europe,SMB,2023-02,8.33333333333333,61,77,26
73,A0073,Company 0073,Europe,SMB,2023-03,9.14285714285714,177,145,70
73,A0073,Company 0073,Europe,SMB,2023-04,8.5,280,97,75
73,A0073,Company 0073,Europe,SMB,2023-05,10.0,78,82,23
73,A0073,Company 0073,Europe,SMB,2023-06,10.0,140,62,45
73,A0073,Company 0073,Europe,SMB,2023-07,9.0,252,171,37
73,A0073,Company 0073,Europe,SMB,2023-08,8.25,65,89,42
73,A0073,Company 0073,Europe,SMB,2023-09,6.6,131,90,50
73,A0073,Company 0073,Europe,SMB,2023-10,11.0,147,102,53
73,A0073,Company 0073,Europe,SMB,2023-11,11.3333333333333,204,93,63
73,A0073,Company 0073,Europe,SMB,2023-12,7.0,214,115,77
73,A0073,Company 0073,Europe,SMB,2024-01,10.5,48,26,33
73,A0073,Company 0073,Europe,SMB,2024-02,8.0,177,86,73
73,A0073,Company 0073,Europe,SMB,2024-03,8.6,121,154,33
73,A0073,Company 0073,Europe,SMB,2024-04,9.0,302,156,69
73,A0073,Company 0073,Europe,SMB,2024-05,7.83333333333333,239,105,30
73,A0073,Company 0073,Europe,SMB,2024-06,7.5,212,77,23
73,A0073,Company 0073,Europe,SMB,2024-07,14.0,88,11,8
73,A0073,Company 0073,Europe,SMB,2024-08,9.16666666666667,164,139,40
73,A0073,Company 0073,Europe,SMB,2024-09,9.375,174,71,45
73,A0073,Company 0073,Europe,SMB,2024-10,9.0,40,32,19
73,A0073,Company 0073,Europe,SMB,2024-11,6.5,76,86,39
73,A0073,Company 0073,Europe,SMB,2024-12,7.0,43,43,50
74,A0074,Company 0074,Europe,SMB,2023-01,7.83333333333333,157,102,34
74,A0074,Company 0074,Europe,SMB,2023-02,10.8,74,82,38
74,A0074,Company 0074,Europe,SMB,2023-03,8.2,182,100,35
74,A0074,Company 0074,Europe,SMB,2023-04,10.3333333333333,161,118,76
74,A0074,Company 0074,Europe,SMB,2023-05,9.55555555555556,423,207,130
74,A0074,Company 0074,Europe,SMB,2023-06,9.57142857142857,169,139,91
74,A0074,Company 0074,Europe,SMB,2023-07,6.0,35,43,10
74,A0074,Company 0074,Europe,SMB,2023-08,10.0,116,59,26
74,A0074,Company 0074,Europe,SMB,2023-09,7.33333333333333,197,109,50
74,A0074,Company 0074,Europe,SMB,2023-10,10.0,132,75,36
74,A0074,Company 0074,Europe,SMB,2023-11,8.0,108,17,17
74,A0074,Company 0074,Europe,SMB,2023-12,8.0,28,16,18
74,A0074,Company 0074,Europe,SMB,2024-01,10.2,214,102,40
74,A0074,Company 0074,Europe,SMB,2024-02,12.0,30,23,6
74,A0074,Company 0074,Europe,SMB,2024-03,10.1666666666667,234,137,77
74,A0074,Company 0074,Europe,SMB,2024-04,11.5555555555556,317,191,92
74,A0074,Company 0074,Europe,SMB,2024-05,12.0,96,26,26
74,A0074,Company 0074,Europe,SMB,2024-06,9.0,399,192,59
74,A0074,Company 0074,Europe,SMB,2024-07,11.3333333333333,182,215,28
74,A0074,Company 0074,Europe,SMB,2024-08,10.6666666666667,217,65,38
74,A0074,Company 0074,Europe,SMB,2024-09,8.33333333333333,34,38,20
74,A0074,Company 0074,Europe,SMB,2024-10,8.44444444444444,282,123,80
74,A0074,Company 0074,Europe,SMB,2024-11,11.25,151,23,38
74,A0074,Company 0074,Europe,SMB,2024-12,10.6,103,81,44
75,A0075,Company 0075,APAC,SMB,2023-01,9.71428571428571,227,176,60
75,A0075,Company 0075,APAC,SMB,2023-02,12.0,63,80,27
75,A0075,Company 0075,APAC,SMB,2023-03,10.2,91,87,75
75,A0075,Company 0075,APAC,SMB,2023-04,10.5,66,45,19
75,A0075,Company 0075,APAC,SMB,2023-05,8.55555555555556,305,148,109
75,A0075,Company 0075,APAC,SMB,2023-06,8.85714285714286,175,160,79
75,A0075,Company 0075,APAC,SMB,2023-07,10.2222222222222,220,224,83
75,A0075,Company 0075,APAC,SMB,2023-08,4.66666666666667,90,62,20
75,A0075,Company 0075,APAC,SMB,2023-09,9.33333333333333,199,94,21
75,A0075,Company 0075,APAC,SMB,2023-10,10.0,139,132,68
75,A0075,Company 0075,APAC,SMB,2023-11,15.0,3,40,4
75,A0075,Company 0075,APAC,SMB,2023-12,8.22222222222222,244,125,68
75,A0075,Company 0075,APAC,SMB,2024-01,12.5,22,39,11
75,A0075,Company 0075,APAC,SMB,2024-02,9.6,143,30,54
75,A0075,Company 0075,APAC,SMB,2024-03,10.0,70,22,6
75,A0075,Company 0075,APAC,SMB,2024-04,7.0,173,77,57
75,A0075,Company 0075,APAC,SMB,2024-05,7.5,20,24,4
75,A0075,Company 0075,APAC,SMB,2024-06,10.875,258,96,50
75,A0075,Company 0075,APAC,SMB,2024-07,6.0,81,54,16
75,A0075,Company 0075,APAC,SMB,2024-08,9.5,206,185,29
75,A0075,Company 0075,APAC,SMB,2024-09,10.4,166,123,44
75,A0075,Company 0075,APAC,SMB,2024-10,7.57142857142857,171,159,75
75,A0075,Company 0075,APAC,SMB,2024-11,11.4,158,123,28
75,A0075,Company 0075,APAC,SMB,2024-12,9.0,105,61,52
76,A0076,Company 0076,APAC,Mid-Market,2023-01,32.0,121,164,146
76,A0076,Company 0076,APAC,Mid-Market,2023-02,40.0,561,379,191
76,A0076,Company 0076,APAC,Mid-Market,2023-03,33.75,542,324,100
76,A0076,Company 0076,APAC,Mid-Market,2023-04,36.5,151,195,85
76,A0076,Company 0076,APAC,Mid-Market,2023-05,41.6666666666667,742,540,253
76,A0076,Company 0076,APAC,Mid-Market,2023-06,32.25,573,225,187
76,A0076,Company 0076,APAC,Mid-Market,2023-07,38.2222222222222,813,426,417
76,A0076,Company 0076,APAC,Mid-Market,2023-08,41.8,570,212,258
76,A0076,Company 0076,APAC,Mid-Market,2023-09,36.875,772,423,319
76,A0076,Company 0076,APAC,Mid-Market,2023-10,60.0,246,222,144
76,A0076,Company 0076,APAC,Mid-Market,2023-11,24.6,598,546,231
76,A0076,Company 0076,APAC,Mid-Market,2023-12,41.6666666666667,224,193,162
76,A0076,Company 0076,APAC,Mid-Market,2024-01,42.1666666666667,692,441,191
76,A0076,Company 0076,APAC,Mid-Market,2024-02,43.7142857142857,774,598,193
76,A0076,Company 0076,APAC,Mid-Market,2024-03,37.0,910,547,263
76,A0076,Company 0076,APAC,Mid-Market,2024-04,35.2857142857143,989,501,250
76,A0076,Company 0076,APAC,Mid-Market,2024-05,35.4,708,150,178
76,A0076,Company 0076,APAC,Mid-Market,2024-06,39.6666666666667,808,569,345
76,A0076,Company 0076,APAC,Mid-Market,2024-07,32.0,100,275,32
76,A0076,Company 0076,APAC,Mid-Market,2024-08,32.8888888888889,1460,829,419
76,A0076,Company 0076,APAC,Mid-Market,2024-09,35.0,345,265,144
76,A0076,Company 0076,APAC,Mid-Market,2024-10,42.1428571428571,1583,756,190
76,A0076,Company 0076,APAC,Mid-Market,2024-11,44.0,496,158,203
76,A0076,Company 0076,APAC,Mid-Market,2024-12,34.5,162,394,164
77,A0077,Company 0077,LATAM,Mid-Market,2023-01,33.5,467,365,193
77,A0077,Company 0077,LATAM,Mid-Market,2023-02,36.5,1056,681,244
77,A0077,Company 0077,LATAM,Mid-Market,2023-03,36.8,466,255,232
77,A0077,Company 0077,LATAM,Mid-Market,2023-04,25.5,1203,477,240
77,A0077,Company 0077,LATAM,Mid-Market,2023-05,33.1666666666667,778,483,113
77,A0077,Company 0077,LATAM,Mid-Market,2023-06,40.3333333333333,946,398,364
77,A0077,Company 0077,LATAM,Mid-Market,2023-07,30.7142857142857,503,360,160
77,A0077,Company 0077,LATAM,Mid-Market,2023-08,37.0,549,475,222
77,A0077,Company 0077,LATAM,Mid-Market,2023-09,44.5,718,442,207
77,A0077,Company 0077,LATAM,Mid-Market,2023-10,38.3333333333333,782,501,223
77,A0077,Company 0077,LATAM,Mid-Market,2023-11,37.0,66,59,13
77,A0077,Company 0077,LATAM,Mid-Market,2023-12,51.0,125,56,4
77,A0077,Company 0077,LATAM,Mid-Market,2024-01,37.0,1076,438,243
77,A0077,Company 0077,LATAM,Mid-Market,2024-02,35.4,581,355,176
77,A0077,Company 0077,LATAM,Mid-Market,2024-03,38.5,336,288,39
77,A0077,Company 0077,LATAM,Mid-Market,2024-04,38.75,497,390,121
77,A0077,Company 0077,LATAM,Mid-Market,2024-05,40.0,488,492,210
77,A0077,Company 0077,LATAM,Mid-Market,2024-06,37.0,354,64,177
77,A0077,Company 0077,LATAM,Mid-Market,2024-07,48.0,655,573,260
77,A0077,Company 0077,LATAM,Mid-Market,2024-08,43.6666666666667,745,568,242
77,A0077,Company 0077,LATAM,Mid-Market,2024-09,32.3333333333333,582,588,279
77,A0077,Company 0077,LATAM,Mid-Market,2024-10,29.5,264,121,94
77,A0077,Company 0077,LATAM,Mid-Market,2024-11,38.4,654,327,210
77,A0077,Company 0077,LATAM,Mid-Market,2024-12,43.3333333333333,510,147,125
80,A0080,Company 0080,North America,SMB,2023-01,9.5,303,168,95
80,A0080,Company 0080,North America,SMB,2023-02,13.25,57,73,29
80,A0080,Company 0080,North America,SMB,2023-03,8.14285714285714,161,159,79
80,A0080,Company 0080,North America,SMB,2023-04,7.66666666666667,81,98,12
80,A0080,Company 0080,North America,SMB,2023-05,9.33333333333333,365,216,47
80,A0080,Company 0080,North America,SMB,2023-06,6.0,128,138,23
80,A0080,Company 0080,North America,SMB,2023-07,7.0,66,51,19
80,A0080,Company 0080,North America,SMB,2023-08,8.66666666666667,229,80,72
80,A0080,Company 0080,North America,SMB,2023-09,7.5,59,35,11
80,A0080,Company 0080,North America,SMB,2023-10,5.4,173,78,83
80,A0080,Company 0080,North America,SMB,2023-11,7.33333333333333,227,75,24
80,A0080,Company 0080,North America,SMB,2023-12,7.0,23,36,14
80,A0080,Company 0080,North America,SMB,2024-01,10.8,140,84,32
80,A0080,Company 0080,North America,SMB,2024-02,8.63636363636364,362,235,68
80,A0080,Company 0080,North America,SMB,2024-03,8.75,45,46,40
80,A0080,Company 0080,North America,SMB,2024-04,9.5,141,51,37
80,A0080,Company 0080,North America,SMB,2024-05,14.0,133,48,35
80,A0080,Company 0080,North America,SMB,2024-06,5.6,94,60,25
80,A0080,Company 0080,North America,SMB,2024-07,10.375,283,191,91
80,A0080,Company 0080,North America,SMB,2024-08,8.2,111,56,37
80,A0080,Company 0080,North America,SMB,2024-09,10.6666666666667,126,78,27
80,A0080,Company 0080,North America,SMB,2024-10,9.5,193,61,21
80,A0080,Company 0080,North America,SMB,2024-11,9.5,80,54,7
80,A0080,Company 0080,North America,SMB,2024-12,9.75,135,121,38
82,A0082,Company 0082,North America,Mid-Market,2023-01,41.0,603,366,261
82,A0082,Company 0082,North America,Mid-Market,2023-02,56.0,88,7,33
82,A0082,Company 0082,North America,Mid-Market,2023-03,39.25,572,225,162
82,A0082,Company 0082,North America,Mid-Market,2023-04,32.5,663,196,196
82,A0082,Company 0082,North America,Mid-Market,2023-05,33.8,297,522,301
82,A0082,Company 0082,North America,Mid-Market,2023-06,27.0,300,150,20
82,A0082,Company 0082,North America,Mid-Market,2023-07,35.6666666666667,594,596,251
82,A0082,Company 0082,North America,Mid-Market,2023-08,37.0,767,652,285
82,A0082,Company 0082,North America,Mid-Market,2023-09,33.75,440,304,172
82,A0082,Company 0082,North America,Mid-Market,2023-10,50.5,308,231,195
82,A0082,Company 0082,North America,Mid-Market,2023-11,40.0,343,469,369
82,A0082,Company 0082,North America,Mid-Market,2023-12,38.7142857142857,1142,308,116
82,A0082,Company 0082,North America,Mid-Market,2024-01,39.0,838,388,334
82,A0082,Company 0082,North America,Mid-Market,2024-02,23.0,432,175,132
82,A0082,Company 0082,North America,Mid-Market,2024-03,39.875,1374,558,335
82,A0082,Company 0082,North America,Mid-Market,2024-04,40.0,412,228,40
82,A0082,Company 0082,North America,Mid-Market,2024-05,42.5,556,199,148
82,A0082,Company 0082,North America,Mid-Market,2024-06,38.25,670,283,114
82,A0082,Company 0082,North America,Mid-Market,2024-07,42.4,669,340,187
82,A0082,Company 0082,North America,Mid-Market,2024-08,32.2,535,235,248
82,A0082,Company 0082,North America,Mid-Market,2024-09,38.0,1232,478,326
82,A0082,Company 0082,North America,Mid-Market,2024-10,36.375,1064,495,335
82,A0082,Company 0082,North America,Mid-Market,2024-11,31.8571428571429,1052,643,267
82,A0082,Company 0082,North America,Mid-Market,2024-12,45.125,1643,770,264
83,A0083,Company 0083,LATAM,SMB,2023-01,9.25,158,74,22
83,A0083,Company 0083,LATAM,SMB,2023-02,10.5,142,119,72
83,A0083,Company 0083,LATAM,SMB,2023-03,7.0,187,94,74
83,A0083,Company 0083,LATAM,SMB,2023-04,10.3333333333333,99,71,10
83,A0083,Company 0083,LATAM,SMB,2023-05,7.25,284,107,33
83,A0083,Company 0083,LATAM,SMB,2023-06,8.16666666666667,215,108,79
83,A0083,Company 0083,LATAM,SMB,2023-07,5.0,70,21,10
83,A0083,Company 0083,LATAM,SMB,2023-08,11.3333333333333,85,53,25
83,A0083,Company 0083,LATAM,SMB,2023-09,6.75,169,52,51
83,A0083,Company 0083,LATAM,SMB,2023-10,10.0,115,46,49
83,A0083,Company 0083,LATAM,SMB,2023-11,8.33333333333333,181,82,47
83,A0083,Company 0083,LATAM,SMB,2023-12,7.4,123,77,73
83,A0083,Company 0083,LATAM,SMB,2024-01,8.66666666666667,41,63,17
83,A0083,Company 0083,LATAM,SMB,2024-02,9.0,261,150,50
83,A0083,Company 0083,LATAM,SMB,2024-03,7.25,236,141,84
83,A0083,Company 0083,LATAM,SMB,2024-04,10.3333333333333,106,164,44
83,A0083,Company 0083,LATAM,SMB,2024-05,6.14285714285714,205,165,57
83,A0083,Company 0083,LATAM,SMB,2024-06,6.0,192,58,65
83,A0083,Company 0083,LATAM,SMB,2024-07,4.6,284,132,71
83,A0083,Company 0083,LATAM,SMB,2024-08,7.75,117,98,21
83,A0083,Company 0083,LATAM,SMB,2024-09,9.0,115,98,45
83,A0083,Company 0083,LATAM,SMB,2024-10,8.33333333333333,89,68,23
83,A0083,Company 0083,LATAM,SMB,2024-11,12.1428571428571,271,111,53
83,A0083,Company 0083,LATAM,SMB,2024-12,10.1428571428571,149,187,60
84,A0084,Company 0084,Europe,Mid-Market,2023-01,46.5,172,134,62
84,A0084,Company 0084,Europe,Mid-Market,2023-02,43.1666666666667,1258,461,159
84,A0084,Company 0084,Europe,Mid-Market,2023-03,30.7142857142857,956,695,183
84,A0084,Company 0084,Europe,Mid-Market,2023-04,39.625,948,701,225
84,A0084,Company 0084,Europe,Mid-Market,2023-05,35.2,728,217,246
84,A0084,Company 0084,Europe,Mid-Market,2023-06,43.3333333333333,607,472,200
84,A0084,Company 0084,Europe,Mid-Market,2023-07,45.0,231,468,168
84,A0084,Company 0084,Europe,Mid-Market,2023-08,38.7142857142857,721,421,270
84,A0084,Company 0084,Europe,Mid-Market,2023-09,47.3333333333333,173,196,77
84,A0084,Company 0084,Europe,Mid-Market,2023-10,40.875,1251,903,416
84,A0084,Company 0084,Europe,Mid-Market,2023-11,36.3333333333333,527,209,204
84,A0084,Company 0084,Europe,Mid-Market,2023-12,38.25,493,267,170
84,A0084,Company 0084,Europe,Mid-Market,2024-01,47.0,325,141,138
84,A0084,Company 0084,Europe,Mid-Market,2024-02,29.2,655,342,179
84,A0084,Company 0084,Europe,Mid-Market,2024-03,31.75,359,282,319
84,A0084,Company 0084,Europe,Mid-Market,2024-04,31.6666666666667,427,236,100
84,A0084,Company 0084,Europe,Mid-Market,2024-05,39.5,238,206,48
84,A0084,Company 0084,Europe,Mid-Market,2024-06,44.0,842,385,280
84,A0084,Company 0084,Europe,Mid-Market,2024-07,36.5,1253,723,361
84,A0084,Company 0084,Europe,Mid-Market,2024-08,47.3333333333333,524,125,182
84,A0084,Company 0084,Europe,Mid-Market,2024-09,41.2,690,572,235
84,A0084,Company 0084,Europe,Mid-Market,2024-10,35.0,385,271,165
84,A0084,Company 0084,Europe,Mid-Market,2024-11,44.1428571428571,1148,788,285
84,A0084,Company 0084,Europe,Mid-Market,2024-12,34.3333333333333,580,302,218
85,A0085,Company 0085,North America,Enterprise,2023-01,117.75,1875,1134,462
85,A0085,Company 0085,North America,Enterprise,2023-02,141.666666666667,1270,923,615
85,A0085,Company 0085,North America,Enterprise,2023-03,126.857142857143,3995,1796,1648
85,A0085,Company 0085,North America,Enterprise,2023-04,97.3333333333333,785,520,301
85,A0085,Company 0085,North America,Enterprise,2023-05,92.2,1904,1144,1249
85,A0085,Company 0085,North America,Enterprise,2023-06,172.75,1816,1326,629
85,A0085,Company 0085,North America,Enterprise,2023-07,155.0,2595,1199,712
85,A0085,Company 0085,North America,Enterprise,2023-08,100.125,3318,2348,1308
85,A0085,Company 0085,North America,Enterprise,2023-09,120.833333333333,2124,1678,741
85,A0085,Company 0085,North America,Enterprise,2023-10,121.625,3449,2219,1548
85,A0085,Company 0085,North America,Enterprise,2023-11,138.833333333333,2378,1073,653
85,A0085,Company 0085,North America,Enterprise,2023-12,132.0,3710,1593,905
85,A0085,Company 0085,North America,Enterprise,2024-01,142.714285714286,2238,1906,836
85,A0085,Company 0085,North America,Enterprise,2024-02,63.0,345,100,151
85,A0085,Company 0085,North America,Enterprise,2024-03,132.666666666667,1749,1136,696
85,A0085,Company 0085,North America,Enterprise,2024-04,120.8,1762,1049,585
85,A0085,Company 0085,North America,Enterprise,2024-05,147.0,701,451,355
85,A0085,Company 0085,North America,Enterprise,2024-06,101.2,1486,1808,643
85,A0085,Company 0085,North America,Enterprise,2024-07,120.8,1472,1621,1059
85,A0085,Company 0085,North America,Enterprise,2024-08,113.222222222222,4071,2774,1619
85,A0085,Company 0085,North America,Enterprise,2024-09,155.666666666667,2318,786,679
85,A0085,Company 0085,North America,Enterprise,2024-10,153.666666666667,959,215,330
85,A0085,Company 0085,North America,Enterprise,2024-11,96.0,2360,1884,624
85,A0085,Company 0085,North America,Enterprise,2024-12,103.333333333333,1404,663,218
86,A0086,Company 0086,North America,SMB,2023-01,8.5,99,81,29
86,A0086,Company 0086,North America,SMB,2023-02,8.77777777777778,246,172,99
86,A0086,Company 0086,North America,SMB,2023-03,9.28571428571429,363,184,57
86,A0086,Company 0086,North America,SMB,2023-04,9.75,102,44,42
86,A0086,Company 0086,North America,SMB,2023-05,9.66666666666667,230,137,57
86,A0086,Company 0086,North America,SMB,2023-06,10.8,136,47,16
86,A0086,Company 0086,North America,SMB,2023-07,7.5,181,52,69
86,A0086,Company 0086,North America,SMB,2023-08,11.5,84,69,46
86,A0086,Company 0086,North America,SMB,2023-09,9.88888888888889,301,155,61
86,A0086,Company 0086,North America,SMB,2023-10,3.0,40,5,15
86,A0086,Company 0086,North America,SMB,2023-11,10.75,110,73,56
86,A0086,Company 0086,North America,SMB,2023-12,8.8,171,98,47
86,A0086,Company 0086,North America,SMB,2024-01,8.5,62,73,26
86,A0086,Company 0086,North America,SMB,2024-02,7.25,104,92,23
86,A0086,Company 0086,North America,SMB,2024-03,7.4,84,65,32
86,A0086,Company 0086,North America,SMB,2024-04,7.75,78,55,42
86,A0086,Company 0086,North America,SMB,2024-05,8.75,163,76,40
86,A0086,Company 0086,North America,SMB,2024-06,8.75,117,60,33
86,A0086,Company 0086,North America,SMB,2024-07,6.57142857142857,138,140,49
86,A0086,Company 0086,North America,SMB,2024-08,8.0,358,190,76
86,A0086,Company 0086,North America,SMB,2024-09,13.0,30,27,0
86,A0086,Company 0086,North America,SMB,2024-11,9.625,117,155,98
86,A0086,Company 0086,North America,SMB,2024-12,11.3333333333333,242,207,33
87,A0087,Company 0087,APAC,SMB,2023-01,10.0,20,40,11
87,A0087,Company 0087,APAC,SMB,2023-02,9.0,40,3,5
87,A0087,Company 0087,APAC,SMB,2023-03,7.28571428571429,258,67,72
87,A0087,Company 0087,APAC,SMB,2023-04,15.0,24,7,9
87,A0087,Company 0087,APAC,SMB,2023-05,8.57142857142857,246,147,29
87,A0087,Company 0087,APAC,SMB,2023-06,6.0,39,19,5
87,A0087,Company 0087,APAC,SMB,2023-07,8.66666666666667,167,79,16
87,A0087,Company 0087,APAC,SMB,2023-08,8.75,108,39,38
87,A0087,Company 0087,APAC,SMB,2023-09,10.1,452,205,107
87,A0087,Company 0087,APAC,SMB,2023-10,10.1428571428571,217,90,62
87,A0087,Company 0087,APAC,SMB,2023-11,8.57142857142857,196,177,63
87,A0087,Company 0087,APAC,SMB,2023-12,9.33333333333333,270,127,120
87,A0087,Company 0087,APAC,SMB,2024-01,7.14285714285714,172,186,33
87,A0087,Company 0087,APAC,SMB,2024-02,11.0,325,189,74
87,A0087,Company 0087,APAC,SMB,2024-03,13.5,64,79,12
87,A0087,Company 0087,APAC,SMB,2024-04,7.66666666666667,96,149,28
87,A0087,Company 0087,APAC,SMB,2024-05,6.0,94,59,38
87,A0087,Company 0087,APAC,SMB,2024-06,9.33333333333333,204,93,28
87,A0087,Company 0087,APAC,SMB,2024-07,10.1666666666667,254,219,51
87,A0087,Company 0087,APAC,SMB,2024-08,11.5714285714286,234,256,82
87,A0087,Company 0087,APAC,SMB,2024-09,9.0,182,111,65
87,A0087,Company 0087,APAC,SMB,2024-10,9.75,107,44,30
87,A0087,Company 0087,APAC,SMB,2024-11,14.0,28,15,4
87,A0087,Company 0087,APAC,SMB,2024-12,9.25,164,77,21
88,A0088,Company 0088,LATAM,SMB,2023-01,8.42857142857143,232,144,47
88,A0088,Company 0088,LATAM,SMB,2023-02,8.0,70,10,0
88,A0088,Company 0088,LATAM,SMB,2023-03,10.0,89,47,24
88,A0088,Company 0088,LATAM,SMB,2023-04,7.0,69,63,30
88,A0088,Company 0088,LATAM,SMB,2023-05,10.2,128,91,44
88,A0088,Company 0088,LATAM,SMB,2023-06,9.25,136,83,41
88,A0088,Company 0088,LATAM,SMB,2023-07,8.5,178,61,27
88,A0088,Company 0088,LATAM,SMB,2023-08,8.0,213,155,64
88,A0088,Company 0088,LATAM,SMB,2023-09,7.0,153,56,39
88,A0088,Company 0088,LATAM,SMB,2023-10,9.0,31,29,3
88,A0088,Company 0088,LATAM,SMB,2023-11,10.0,182,105,50
88,A0088,Company 0088,LATAM,SMB,2023-12,9.375,260,99,84
88,A0088,Company 0088,LATAM,SMB,2024-01,12.75,98,31,25
88,A0088,Company 0088,LATAM,SMB,2024-02,10.2,144,93,55
88,A0088,Company 0088,LATAM,SMB,2024-03,8.875,272,97,83
88,A0088,Company 0088,LATAM,SMB,2024-04,5.5,37,86,11
88,A0088,Company 0088,LATAM,SMB,2024-05,8.57142857142857,301,137,64
88,A0088,Company 0088,LATAM,SMB,2024-06,10.0,29,146,17
88,A0088,Company 0088,LATAM,SMB,2024-07,8.2,155,76,21
88,A0088,Company 0088,LATAM,SMB,2024-08,9.33333333333333,130,114,29
88,A0088,Company 0088,LATAM,SMB,2024-09,8.33333333333333,298,140,51
88,A0088,Company 0088,LATAM,SMB,2024-10,5.33333333333333,166,124,29
88,A0088,Company 0088,LATAM,SMB,2024-11,10.6666666666667,243,96,40
88,A0088,Company 0088,LATAM,SMB,2024-12,11.75,127,39,31
90,A0090,Company 0090,Europe,SMB,2023-01,8.0,102,86,15
90,A0090,Company 0090,Europe,SMB,2023-02,7.75,106,42,21
90,A0090,Company 0090,Europe,SMB,2023-03,9.2,134,183,40
90,A0090,Company 0090,Europe,SMB,2023-04,7.0,206,79,70
90,A0090,Company 0090,Europe,SMB,2023-05,10.0,123,48,36
90,A0090,Company 0090,Europe,SMB,2023-06,10.1111111111111,360,217,62
90,A0090,Company 0090,Europe,SMB,2023-07,5.66666666666667,206,73,42
90,A0090,Company 0090,Europe,SMB,2023-08,10.5,78,100,30
90,A0090,Company 0090,Europe,SMB,2023-09,4.66666666666667,135,82,20
90,A0090,Company 0090,Europe,SMB,2023-10,10.2,191,118,44
