account_id,account_code,account_name,region,arr_segment,month,revenue_paid,revenue_overdue,revenue_written_off,invoice_count
59,A0059,Company 0059,North America,SMB,2023-07,255.0,0,0,1
59,A0059,Company 0059,North America,SMB,2023-09,945.0,0,0,3
59,A0059,Company 0059,North America,SMB,2024-02,306.0,0,0,1
59,A0059,Company 0059,North America,SMB,2024-03,0,249.0,0,1
59,A0059,Company 0059,North America,SMB,2024-04,279.0,243.0,0,2
59,A0059,Company 0059,North America,SMB,2024-05,876.0,0,0,3
59,A0059,Company 0059,North America,SMB,2024-06,258.0,0,0,1
59,A0059,Company 0059,North America,SMB,2024-07,279.0,0,0,1
59,A0059,Company 0059,North America,SMB,2024-09,243.0,351.0,0,2
59,A0059,Company 0059,North America,SMB,2024-10,825.0,0,0,3
59,A0059,Company 0059,North America,SMB,2024-11,342.0,0,0,1
59,A0059,Company 0059,North America,SMB,2024-12,351.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2023-01,1032.0,1140.0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2023-03,1284.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2023-04,4140.0,0,0,3
62,A0062,Company 0062,APAC,Mid-Market,2023-05,1224.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2023-06,1056.0,1404.0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2023-10,2772.0,0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2024-02,1044.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2024-04,0,1152.0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2024-05,972.0,1188.0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2024-06,1020.0,1152.0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2024-07,1224.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2024-08,2592.0,0,0,2
62,A0062,Company 0062,APAC,Mid-Market,2024-09,1404.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2024-10,984.0,0,0,1
62,A0062,Company 0062,APAC,Mid-Market,2024-12,2484.0,960.0,0,3
63,A0063,Company 0063,North America,Mid-Market,2023-01,1032.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2023-02,1056.0,984.0,0,2
63,A0063,Company 0063,North America,Mid-Market,2023-04,1032.0,1164.0,0,2
63,A0063,Company 0063,North America,Mid-Market,2023-05,0,1368.0,0,1
63,A0063,Company 0063,North America,Mid-Market,2023-06,1416.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2023-07,2412.0,0,0,2
63,A0063,Company 0063,North America,Mid-Market,2023-09,0,1284.0,0,1
63,A0063,Company 0063,North America,Mid-Market,2023-10,2604.0,0,0,2
63,A0063,Company 0063,North America,Mid-Market,2023-12,3324.0,0,0,3
63,A0063,Company 0063,North America,Mid-Market,2024-01,1020.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2024-02,2616.0,0,0,2
63,A0063,Company 0063,North America,Mid-Market,2024-04,1164.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2024-05,1068.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2024-06,0,2388.0,0,2
63,A0063,Company 0063,North America,Mid-Market,2024-08,1116.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2024-09,1068.0,0,0,1
63,A0063,Company 0063,North America,Mid-Market,2024-12,1392.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2023-01,303.0,291.0,0,2
67,A0067,Company 0067,APAC,SMB,2023-02,360.0,315.0,0,2
67,A0067,Company 0067,APAC,SMB,2023-03,0,279.0,0,1
67,A0067,Company 0067,APAC,SMB,2023-04,0,312.0,0,1
67,A0067,Company 0067,APAC,SMB,2023-06,849.0,0,0,3
67,A0067,Company 0067,APAC,SMB,2023-07,267.0,558.0,0,3
67,A0067,Company 0067,APAC,SMB,2023-08,846.0,0,0,3
67,A0067,Company 0067,APAC,SMB,2023-10,261.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-03,291.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-06,318.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-07,303.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-08,684.0,252.0,0,3
67,A0067,Company 0067,APAC,SMB,2024-09,354.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-10,282.0,0,0,1
67,A0067,Company 0067,APAC,SMB,2024-11,243.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2023-01,288.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2023-02,291.0,636.0,0,3
68,A0068,Company 0068,APAC,SMB,2023-03,567.0,534.0,0,4
68,A0068,Company 0068,APAC,SMB,2023-04,537.0,0,0,2
68,A0068,Company 0068,APAC,SMB,2023-05,306.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2023-07,336.0,252.0,0,2
68,A0068,Company 0068,APAC,SMB,2023-10,255.0,300.0,0,2
68,A0068,Company 0068,APAC,SMB,2023-11,579.0,0,0,2
68,A0068,Company 0068,APAC,SMB,2024-04,0,282.0,0,1
68,A0068,Company 0068,APAC,SMB,2024-06,333.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2024-08,252.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2024-10,309.0,0,0,1
68,A0068,Company 0068,APAC,SMB,2024-11,603.0,0,0,2
68,A0068,Company 0068,APAC,SMB,2024-12,246.0,267.0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-01,342.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2023-02,321.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2023-03,330.0,351.0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-04,261.0,282.0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-07,351.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2023-08,309.0,351.0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-09,543.0,0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-10,291.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2023-11,279.0,285.0,0,2
71,A0071,Company 0071,LATAM,SMB,2023-12,276.0,345.0,0,2
71,A0071,Company 0071,LATAM,SMB,2024-01,321.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2024-03,621.0,0,0,2
71,A0071,Company 0071,LATAM,SMB,2024-04,240.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2024-06,324.0,336.0,0,2
71,A0071,Company 0071,LATAM,SMB,2024-08,294.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2024-10,273.0,0,0,1
71,A0071,Company 0071,LATAM,SMB,2024-12,279.0,0,0,1
73,A0073,Company 0073,Europe,SMB,2023-02,606.0,0,0,2
73,A0073,Company 0073,Europe,SMB,2023-05,354.0,0,0,1
73,A0073,Company 0073,Europe,SMB,2023-08,618.0,318.0,0,3
73,A0073,Company 0073,Europe,SMB,2023-09,600.0,0,0,2
73,A0073,Company 0073,Europe,SMB,2023-12,612.0,666.0,0,4
73,A0073,Company 0073,Europe,SMB,2024-01,525.0,0,0,2
73,A0073,Company 0073,Europe,SMB,2024-04,336.0,0,0,1
73,A0073,Company 0073,Europe,SMB,2024-06,240.0,0,0,1
73,A0073,Company 0073,Europe,SMB,2024-07,807.0,0,0,3
73,A0073,Company 0073,Europe,SMB,2024-08,657.0,0,0,2
73,A0073,Company 0073,Europe,SMB,2024-09,0,642.0,0,2
73,A0073,Company 0073,Europe,SMB,2024-10,342.0,0,0,1
73,A0073,Company 0073,Europe,SMB,2024-11,333.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2023-02,972.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2023-03,1212.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2023-05,0,1116.0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2023-06,1008.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2023-10,2364.0,0,0,2
76,A0076,Company 0076,APAC,Mid-Market,2023-11,1056.0,1200.0,0,2
76,A0076,Company 0076,APAC,Mid-Market,2023-12,4740.0,0,0,4
76,A0076,Company 0076,APAC,Mid-Market,2024-01,1440.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-02,1404.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-03,2280.0,0,0,2
76,A0076,Company 0076,APAC,Mid-Market,2024-04,2460.0,0,0,2
76,A0076,Company 0076,APAC,Mid-Market,2024-06,1320.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-07,1104.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-09,2688.0,0,0,2
76,A0076,Company 0076,APAC,Mid-Market,2024-10,1056.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-11,1284.0,0,0,1
76,A0076,Company 0076,APAC,Mid-Market,2024-12,1116.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2023-02,2580.0,0,0,2
78,A0078,Company 0078,APAC,Mid-Market,2023-03,0,0,1212.0,1
78,A0078,Company 0078,APAC,Mid-Market,2023-05,1032.0,1392.0,0,2
78,A0078,Company 0078,APAC,Mid-Market,2023-06,0,1200.0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2023-10,3456.0,0,0,3
78,A0078,Company 0078,APAC,Mid-Market,2023-11,1284.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-02,0,1272.0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-03,1392.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-05,1056.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-06,2268.0,0,0,2
78,A0078,Company 0078,APAC,Mid-Market,2024-07,2700.0,1332.0,0,3
78,A0078,Company 0078,APAC,Mid-Market,2024-08,2364.0,1140.0,0,3
78,A0078,Company 0078,APAC,Mid-Market,2024-09,1224.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-10,984.0,0,0,1
78,A0078,Company 0078,APAC,Mid-Market,2024-11,1068.0,1128.0,0,2
79,A0079,Company 0079,APAC,SMB,2023-01,0,303.0,0,1
79,A0079,Company 0079,APAC,SMB,2023-04,261.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2023-05,0,354.0,0,1
79,A0079,Company 0079,APAC,SMB,2023-06,267.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2023-08,249.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2023-09,279.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2023-10,321.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2023-11,588.0,0,0,2
79,A0079,Company 0079,APAC,SMB,2023-12,330.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2024-01,1254.0,0,0,4
79,A0079,Company 0079,APAC,SMB,2024-03,651.0,0,0,2
79,A0079,Company 0079,APAC,SMB,2024-04,570.0,0,0,2
79,A0079,Company 0079,APAC,SMB,2024-06,339.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2024-07,660.0,0,0,2
79,A0079,Company 0079,APAC,SMB,2024-10,327.0,0,0,1
79,A0079,Company 0079,APAC,SMB,2024-11,591.0,0,0,2
79,A0079,Company 0079,APAC,SMB,2024-12,357.0,0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2023-02,0,2616.0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-03,1068.0,0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2023-04,1116.0,960.0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-05,1344.0,1380.0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-06,0,1392.0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2023-07,1080.0,1032.0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-09,0,996.0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2023-10,2148.0,0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-11,2544.0,0,0,2
81,A0081,Company 0081,APAC,Mid-Market,2023-12,1356.0,0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2024-03,1068.0,2448.0,0,3
81,A0081,Company 0081,APAC,Mid-Market,2024-04,0,1284.0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2024-05,0,1356.0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2024-07,1416.0,0,0,1
81,A0081,Company 0081,APAC,Mid-Market,2024-11,2616.0,1404.0,0,3
83,A0083,Company 0083,LATAM,SMB,2023-01,360.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2023-04,294.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2023-05,270.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2023-06,249.0,345.0,0,2
83,A0083,Company 0083,LATAM,SMB,2023-08,255.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2023-10,663.0,0,0,2
83,A0083,Company 0083,LATAM,SMB,2023-12,342.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-01,0,318.0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-02,315.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-03,336.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-05,309.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-06,993.0,0,0,3
83,A0083,Company 0083,LATAM,SMB,2024-07,270.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-08,288.0,0,0,1
83,A0083,Company 0083,LATAM,SMB,2024-09,1212.0,0,0,4
83,A0083,Company 0083,LATAM,SMB,2024-11,282.0,240.0,0,2
83,A0083,Company 0083,LATAM,SMB,2024-12,0,252.0,0,1
85,A0085,Company 0085,North America,Enterprise,2023-03,14085.0,0,0,3
85,A0085,Company 0085,North America,Enterprise,2023-05,5085.0,4905.0,0,2
85,A0085,Company 0085,North America,Enterprise,2023-06,5175.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2023-07,0,5310.0,0,1
85,A0085,Company 0085,North America,Enterprise,2023-09,10035.0,0,0,2
85,A0085,Company 0085,North America,Enterprise,2023-10,5400.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2023-11,5310.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2023-12,3960.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-01,4500.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-03,8280.0,0,0,2
85,A0085,Company 0085,North America,Enterprise,2024-05,4590.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-06,7785.0,0,0,2
85,A0085,Company 0085,North America,Enterprise,2024-07,5040.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-08,4770.0,0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-09,0,4725.0,0,1
85,A0085,Company 0085,North America,Enterprise,2024-10,7740.0,0,0,2
85,A0085,Company 0085,North America,Enterprise,2024-11,8055.0,0,0,2
86,A0086,Company 0086,North America,SMB,2023-02,345.0,0,0,1
86,A0086,Company 0086,North America,SMB,2023-04,282.0,0,0,1
86,A0086,Company 0086,North America,SMB,2023-06,600.0,324.0,0,3
86,A0086,Company 0086,North America,SMB,2023-07,306.0,0,0,1
86,A0086,Company 0086,North America,SMB,2023-08,351.0,0,0,1
86,A0086,Company 0086,North America,SMB,2023-09,597.0,0,0,2
86,A0086,Company 0086,North America,SMB,2023-10,345.0,0,0,1
86,A0086,Company 0086,North America,SMB,2023-11,0,333.0,0,1
86,A0086,Company 0086,North America,SMB,2023-12,612.0,0,0,2
86,A0086,Company 0086,North America,SMB,2024-02,300.0,327.0,0,2
86,A0086,Company 0086,North America,SMB,2024-04,927.0,0,0,3
86,A0086,Company 0086,North America,SMB,2024-05,354.0,279.0,0,2
86,A0086,Company 0086,North America,SMB,2024-08,342.0,0,0,1
86,A0086,Company 0086,North America,SMB,2024-09,894.0,0,0,3
86,A0086,Company 0086,North America,SMB,2024-10,288.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2023-02,309.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2023-03,267.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2023-07,306.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2023-08,621.0,0,0,2
88,A0088,Company 0088,LATAM,SMB,2023-10,246.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2023-11,567.0,0,0,2
88,A0088,Company 0088,LATAM,SMB,2023-12,348.0,261.0,0,2
88,A0088,Company 0088,LATAM,SMB,2024-01,312.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-02,258.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-03,582.0,0,0,2
88,A0088,Company 0088,LATAM,SMB,2024-04,285.0,282.0,0,2
88,A0088,Company 0088,LATAM,SMB,2024-06,312.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-07,285.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-08,306.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-09,0,354.0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-10,630.0,0,0,2
88,A0088,Company 0088,LATAM,SMB,2024-11,333.0,0,0,1
88,A0088,Company 0088,LATAM,SMB,2024-12,522.0,0,0,2
89,A0089,Company 0089,North America,SMB,2023-03,303.0,0,0,1
89,A0089,Company 0089,North America,SMB,2023-05,936.0,0,0,3
89,A0089,Company 0089,North America,SMB,2023-08,588.0,0,0,2
89,A0089,Company 0089,North America,SMB,2023-09,252.0,0,0,1
89,A0089,Company 0089,North America,SMB,2023-10,291.0,0,0,1
89,A0089,Company 0089,North America,SMB,2023-11,933.0,0,0,3
89,A0089,Company 0089,North America,SMB,2023-12,282.0,0,0,1
89,A0089,Company 0089,North America,SMB,2024-02,300.0,354.0,0,2
89,A0089,Company 0089,North America,SMB,2024-04,270.0,0,0,1
89,A0089,Company 0089,North America,SMB,2024-06,294.0,0,0,1
89,A0089,Company 0089,North America,SMB,2024-07,252.0,0,0,1
89,A0089,Company 0089,North America,SMB,2024-09,348.0,0,0,1
89,A0089,Company 0089,North America,SMB,2024-10,1101.0,0,0,4
89,A0089,Company 0089,North America,SMB,2024-11,0,0,246.0,1
89,A0089,Company 0089,North America,SMB,2024-12,357.0,336.0,0,2
90,A0090,Company 0090,Europe,SMB,2023-01,279.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2023-03,537.0,0,0,2
90,A0090,Company 0090,Europe,SMB,2023-04,627.0,267.0,0,3
90,A0090,Company 0090,Europe,SMB,2023-05,273.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2023-08,303.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2023-09,297.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2023-11,321.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2024-01,324.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2024-02,567.0,0,0,2
90,A0090,Company 0090,Europe,SMB,2024-04,0,249.0,0,1
90,A0090,Company 0090,Europe,SMB,2024-05,0,339.0,0,1
90,A0090,Company 0090,Europe,SMB,2024-06,597.0,0,0,2
90,A0090,Company 0090,Europe,SMB,2024-08,0,312.0,0,1
90,A0090,Company 0090,Europe,SMB,2024-09,603.0,0,0,2
90,A0090,Company 0090,Europe,SMB,2024-10,612.0,300.0,0,3
90,A0090,Company 0090,Europe,SMB,2024-11,345.0,0,0,1
90,A0090,Company 0090,Europe,SMB,2024-12,294.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2023-02,3228.0,0,0,3
97,A0097,Company 0097,North America,Mid-Market,2023-03,0,1080.0,0,1
97,A0097,Company 0097,North America,Mid-Market,2023-04,996.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2023-06,996.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2023-07,2376.0,0,0,2
97,A0097,Company 0097,North America,Mid-Market,2023-08,1416.0,1200.0,0,2
97,A0097,Company 0097,North America,Mid-Market,2023-09,1428.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2023-10,2076.0,0,0,2
97,A0097,Company 0097,North America,Mid-Market,2023-12,1164.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2024-04,972.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2024-05,2604.0,1224.0,0,3
97,A0097,Company 0097,North America,Mid-Market,2024-07,1356.0,0,0,1
97,A0097,Company 0097,North America,Mid-Market,2024-10,4404.0,1356.0,0,5
97,A0097,Company 0097,North America,Mid-Market,2024-12,0,1344.0,0,1
98,A0098,Company 0098,North America,Mid-Market,2023-01,984.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2023-02,3264.0,0,0,3
98,A0098,Company 0098,North America,Mid-Market,2023-03,1404.0,984.0,0,2
98,A0098,Company 0098,North America,Mid-Market,2023-04,1428.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2023-05,1056.0,1356.0,0,2
98,A0098,Company 0098,North America,Mid-Market,2023-06,3624.0,0,0,3
98,A0098,Company 0098,North America,Mid-Market,2023-09,2712.0,0,0,2
98,A0098,Company 0098,North America,Mid-Market,2023-10,1008.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2023-12,0,972.0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-01,2436.0,0,0,2
98,A0098,Company 0098,North America,Mid-Market,2024-03,1200.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-04,0,1116.0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-05,1080.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-06,1332.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-07,1116.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-10,1128.0,0,0,1
98,A0098,Company 0098,North America,Mid-Market,2024-11,1392.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2023-02,0,1332.0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2023-05,996.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2023-07,1224.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2023-10,1152.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2023-12,0,1272.0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-01,0,1212.0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-02,1212.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-03,2052.0,0,0,2
99,A0099,Company 0099,APAC,Mid-Market,2024-04,1164.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-05,3012.0,0,0,3
99,A0099,Company 0099,APAC,Mid-Market,2024-06,2628.0,0,0,2
99,A0099,Company 0099,APAC,Mid-Market,2024-07,2184.0,0,0,2
99,A0099,Company 0099,APAC,Mid-Market,2024-09,1416.0,0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-10,0,1020.0,0,1
99,A0099,Company 0099,APAC,Mid-Market,2024-11,4236.0,0,0,3
99,A0099,Company 0099,APAC,Mid-Market,2024-12,3192.0,0,0,3
100,A0100,Company 0100,Europe,SMB,2023-01,0,270.0,0,1
100,A0100,Company 0100,Europe,SMB,2023-02,312.0,312.0,0,2
100,A0100,Company 0100,Europe,SMB,2023-03,351.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2023-05,297.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2023-06,354.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2023-07,0,306.0,0,1
100,A0100,Company 0100,Europe,SMB,2023-09,360.0,312.0,0,2
100,A0100,Company 0100,Europe,SMB,2023-10,264.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2023-11,354.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2023-12,312.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2024-01,630.0,0,0,2
100,A0100,Company 0100,Europe,SMB,2024-04,0,315.0,0,1
100,A0100,Company 0100,Europe,SMB,2024-07,306.0,297.0,0,2
100,A0100,Company 0100,Europe,SMB,2024-08,261.0,0,0,1
100,A0100,Company 0100,Europe,SMB,2024-09,543.0,279.0,0,3
100,A0100,Company 0100,Europe,SMB,2024-10,603.0,0,0,2
100,A0100,Company 0100,Europe,SMB,2024-11,285.0,360.0,0,2
101,A0101,Company 0101,APAC,Mid-Market,2023-01,1320.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2023-02,3564.0,0,0,3
101,A0101,Company 0101,APAC,Mid-Market,2023-04,2652.0,1164.0,0,3
101,A0101,Company 0101,APAC,Mid-Market,2023-05,2292.0,0,0,2
101,A0101,Company 0101,APAC,Mid-Market,2023-08,1128.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2023-09,996.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2023-10,960.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2023-11,1260.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2024-02,0,2484.0,0,2
101,A0101,Company 0101,APAC,Mid-Market,2024-03,1044.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2024-05,1284.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2024-07,2436.0,0,0,2
101,A0101,Company 0101,APAC,Mid-Market,2024-09,1368.0,0,0,1
101,A0101,Company 0101,APAC,Mid-Market,2024-10,3828.0,0,0,3
101,A0101,Company 0101,APAC,Mid-Market,2024-11,0,2376.0,0,2
102,A0102,Company 0102,Europe,SMB,2023-01,243.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2023-02,270.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2023-03,333.0,333.0,0,2
102,A0102,Company 0102,Europe,SMB,2023-04,330.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2023-09,261.0,336.0,0,2
102,A0102,Company 0102,Europe,SMB,2023-10,993.0,0,0,3
102,A0102,Company 0102,Europe,SMB,2023-11,264.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2023-12,564.0,0,0,2
102,A0102,Company 0102,Europe,SMB,2024-02,639.0,0,0,2
102,A0102,Company 0102,Europe,SMB,2024-03,255.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2024-04,261.0,273.0,0,2
102,A0102,Company 0102,Europe,SMB,2024-07,561.0,0,0,2
102,A0102,Company 0102,Europe,SMB,2024-10,321.0,0,0,1
102,A0102,Company 0102,Europe,SMB,2024-11,951.0,360.0,0,4
103,A0103,Company 0103,Europe,SMB,2023-01,0,339.0,0,1
103,A0103,Company 0103,Europe,SMB,2023-02,291.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2023-03,270.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2023-04,279.0,354.0,0,2
103,A0103,Company 0103,Europe,SMB,2023-05,327.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2023-07,537.0,330.0,0,3
103,A0103,Company 0103,Europe,SMB,2023-08,354.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2023-09,0,300.0,0,1
103,A0103,Company 0103,Europe,SMB,2024-01,879.0,0,0,3
103,A0103,Company 0103,Europe,SMB,2024-02,303.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-03,297.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-04,348.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-05,324.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-06,318.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-07,630.0,0,0,2
103,A0103,Company 0103,Europe,SMB,2024-09,321.0,0,0,1
103,A0103,Company 0103,Europe,SMB,2024-10,0,297.0,0,1
103,A0103,Company 0103,Europe,SMB,2024-11,678.0,0,0,2
111,A0111,Company 0111,Europe,SMB,2023-01,924.0,264.0,0,4
